Genome,OG,DC.M.48.1,DC.H.48.1,NZ.H.48.1,AZ.M.48.1,NZ.M.48.3,AZ.L.48.1,AZ.M.48.2,PR.L.48.1,NZ.H.48.2,CP.L.48.1,NZ.L.48.3,CP.H.48.3,NZ.H.48.3,DC.M.48.2,NC.1D.48.1,DC.H.48.2,PR.L.48.3,PR.M.48.1,DC.L.48.1,PR.M.48.2,PR.H.48.1,CP.M.48.1,NC.1D.48.2,CP.M.48.2,AZ.L.48.2,AZ.H.48.1,CP.L.48.2,PR.L.48.2,PR.M.48.3,NZ.M.48.2,NZ.L.48.1,DC.L.48.2,AZ.L.48.3,AZ.H.48.2,NZ.M.48.1,NZ.L.48.2,DC.L.48.3,CP.L.48.3,DC.H.48.3,PR.H.48.2,CP.H.48.2,CP.M.48.3,PR.H.48.3,DC.M.48.3,AZ.H.48.3,NC.1D.48.3,CP.H.48.1,AZ.M.48.3
p_Desulfobacterota_I_c_Desulfovibrionia_o_Desulfovibrionales_f_Desulfovibrionaceae_g_Bilophila_s_Bilophila_wadsworthia|bin.204,LCOG0214,74508000,25869000,103720000,26342000,85154000,22087000,0,72289000,78700000,0,74960000,0,39814000,68978000,67116000,11597000,56531000,52843000,49830000,72255000,60968000,0,85238000,0,24339000,0,0,56732000,46005000,0,81421000,87503000,0,32541000,83069000,61436000,110670000,0,20650000,51122000,0,0,0,58844000,26859000,0,0,30448000
p_Desulfobacterota_I_c_Desulfovibrionia_o_Desulfovibrionales_f_Desulfovibrionaceae_g_Bilophila_s_Bilophila_wadsworthia|bin.204,LCOG0334,97757000,74213000,94948000,78554000,85215000,42364000,92151000,83197000,126550000,0,62023000,54160000,64667000,84859000,84477000,62594000,78787000,35162000,114560000,61584000,71818000,23366000,70341000,30561000,81647000,49420000,112470000,0,63977000,76693000,63378000,55118000,95698000,67825000,125440000,58327000,32132000,70161000,66161000,18041000,46461000,44548000,86266000,96202000,67658000,78149000,27043000,121380000
p_Desulfobacterota_I_c_Desulfovibrionia_o_Desulfovibrionales_f_Desulfovibrionaceae_g_Bilophila_s_Bilophila_wadsworthia|bin.204,LCOG0459,22706000,17978000,0,0,0,16516000,19696000,20652000,20917000,0,0,0,14130000,25821000,0,0,0,0,0,17878000,43209000,0,0,0,0,13301000,0,15687000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37366000,35754000,23550000,0,0,0
p_Desulfobacterota_I_c_Desulfovibrionia_o_Desulfovibrionales_f_Desulfovibrionaceae_g_Bilophila_s_Bilophila_wadsworthia|bin.204,LCOG0624,0,0,0,53392000,76697000,0,85521000,0,0,0,88689000,0,65502000,82926000,0,0,0,48724000,0,0,0,0,73027000,2482600,0,0,0,67271000,60749000,0,0,0,0,47065000,0,0,43686000,0,0,0,0,0,0,0,0,0,0,0
p_Desulfobacterota_I_c_Desulfovibrionia_o_Desulfovibrionales_f_Desulfovibrionaceae_g_Bilophila_s_Bilophila_wadsworthia|bin.204,LCOG0686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p_Desulfobacterota_I_c_Desulfovibrionia_o_Desulfovibrionales_f_Desulfovibrionaceae_g_Bilophila_s_Bilophila_wadsworthia|bin.204,LCOG1012,0,0,0,43926000,0,0,15494000,10168000,0,0,0,0,0,0,0,0,12102000,0,0,0,0,0,0,1728000,26157000,0,0,0,14171000,0,0,0,0,28324000,0,0,0,0,0,0,0,0,0,0,17263000,0,0,8363500
p_Desulfobacterota_I_c_Desulfovibrionia_o_Desulfovibrionales_f_Desulfovibrionaceae_g_Bilophila_s_Bilophila_wadsworthia|bin.204,LCOG2082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p_Desulfobacterota_I_c_Desulfovibrionia_o_Desulfovibrionales_f_Desulfovibrionaceae_g_Bilophila_s_Bilophila_wadsworthia|bin.204,LCOG2221,4883100,25632000,0,0,0,13350000,0,0,0,0,0,7046500,0,9106100,7070800,0,0,0,0,0,23204000,4843800,0,5908800,0,0,0,0,0,0,0,15631000,0,0,0,0,0,0,6740200,5467000,5148100,6275100,0,0,0,0,3077300,8806300
p_Firmicutes_A_c_Clostridia_o_Christensenellales_f_Borkfalkiaceae_g_Borkfalkia_s_Borkfalkia_ceftriaxoniphila|bin.83,775TI,46177000,12847000,7250000,13728000,0,14879000,15515000,0,0,8798700,21547000,54687000,0,21055000,12801000,0,0,25374000,0,18178000,0,0,0,0,20589000,0,0,0,0,0,0,15691000,0,0,0,15431000,16148000,16871000,13611000,0,8835700,0,0,16835000,9097900,10789000,0,0
p_Firmicutes_A_c_Clostridia_o_Christensenellales_f_Borkfalkiaceae_g_Borkfalkia_s_Borkfalkia_ceftriaxoniphila|bin.83,LCOG0052,11546000,8590900,12413000,10488000,12766000,0,8382900,13064000,11795000,0,12195000,3126300,9227100,11663000,10640000,0,12444000,10193000,0,16147000,10270000,0,7657500,1924600,0,5277600,0,10920000,0,0,0,10879000,0,9261900,0,11136000,12574000,0,10422000,0,0,0,0,9876900,39190000,23171000,0,22458000
p_Firmicutes_A_c_Clostridia_o_Christensenellales_f_Borkfalkiaceae_g_Borkfalkia_s_Borkfalkia_ceftriaxoniphila|bin.83,LCOG0055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Christensenellales_f_Borkfalkiaceae_g_Borkfalkia_s_Borkfalkia_ceftriaxoniphila|bin.83,LCOG0057,0,0,0,15313000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26425000,0,20329000,0,0,24675000
p_Firmicutes_A_c_Clostridia_o_Christensenellales_f_Borkfalkiaceae_g_Borkfalkia_s_Borkfalkia_ceftriaxoniphila|bin.83,LCOG0086,6542800,5264900,10425000,11685000,35738000,26089000,7491200,29483000,5411700,49265000,41758000,0,5964200,29587000,0,0,43348000,5913800,27869000,8949100,32662000,0,47594000,0,0,8415200,0,38112000,21231000,25548000,12805000,0,30323000,26669000,44684000,0,0,14275000,22314000,0,0,0,21169000,8387900,3799800,35170000,0,0
p_Firmicutes_A_c_Clostridia_o_Christensenellales_f_Borkfalkiaceae_g_Borkfalkia_s_Borkfalkia_ceftriaxoniphila|bin.83,LCOG0480,38854000,0,32908000,0,44351000,43814000,44752000,47485000,38475000,0,49993000,0,32978000,40629000,38291000,0,53857000,36119000,49609000,46262000,0,0,54746000,0,42868000,28889000,39542000,48334000,48560000,40605000,38721000,47875000,48358000,0,62312000,51861000,41405000,31956000,0,40080000,0,0,40928000,36447000,0,42039000,0,0
p_Firmicutes_A_c_Clostridia_o_Christensenellales_f_Borkfalkiaceae_g_Borkfalkia_s_Borkfalkia_ceftriaxoniphila|bin.83,LCOG0828,0,0,0,122210000,2637900000,83875000,375700000,295160000,149280000,77299000,0,0,481060000,284760000,135940000,0,0,113480000,281770000,0,230970000,0,339780000,0,225440000,113000000,330210000,0,194330000,121200000,337280000,207680000,325100000,0,0,0,125310000,113390000,0,0,0,0,1294300000,89099000,168850000,0,0,0
p_Firmicutes_A_c_Clostridia_o_Christensenellales_f_Borkfalkiaceae_g_Borkfalkia_s_Borkfalkia_ceftriaxoniphila|bin.83,LCOG1454,55782000,24425000,74255000,36219000,85281000,62493000,0,51632000,60581000,0,74350000,0,44800000,56351000,34561000,15056000,73348000,38424000,70462000,86845000,52827000,0,89329000,0,34281000,50259000,58242000,40505000,71290000,47541000,33852000,42275000,45675000,40371000,110890000,49283000,25431000,38629000,30087000,34593000,0,0,43582000,72749000,39749000,53772000,0,61045000
p_Firmicutes_A_c_Clostridia_o_Christensenellales_f_Borkfalkiaceae_g_Borkfalkia_s_Borkfalkia_ceftriaxoniphila|bin.83,LCOG1592,67626000,78637000,58154000,45659000,81882000,51477000,58358000,58195000,63913000,47814000,70853000,73365000,60905000,84444000,91250000,64622000,64254000,57490000,81803000,51376000,80434000,43948000,66278000,46079000,52209000,51007000,49524000,52083000,75457000,75780000,64851000,57692000,91238000,59673000,89605000,67446000,40038000,42774000,59034000,69202000,90562000,80723000,119050000,66754000,67756000,58327000,42104000,64868000
p_Firmicutes_A_c_Clostridia_o_Christensenellales_f_Borkfalkiaceae_g_Scatosoma_s_Scatosoma_sp003150575|bin.19,775TI,215690000,0,200430000,57833000,318520000,53306000,49712000,252710000,286450000,0,238170000,0,238930000,246380000,116820000,0,305090000,125340000,202700000,204490000,143090000,0,258620000,0,57953000,39335000,0,209540000,253370000,193800000,347180000,266660000,130500000,0,324140000,170880000,275200000,0,0,125100000,0,0,283690000,233270000,71142000,295000000,0,57476000
p_Firmicutes_A_c_Clostridia_o_Christensenellales_f_Borkfalkiaceae_g_Scatosoma_s_Scatosoma_sp003150575|bin.19,LCOG0006,18324000,0,0,38894000,88548000,28003000,0,0,0,0,0,0,26503000,27720000,34436000,0,0,0,41250000,44298000,36684000,0,0,0,50782000,0,27021000,54038000,0,42578000,0,39945000,0,0,0,0,25815000,22067000,0,20747000,0,0,39063000,0,0,0,0,31545000
p_Firmicutes_A_c_Clostridia_o_Christensenellales_f_Borkfalkiaceae_g_Scatosoma_s_Scatosoma_sp003150575|bin.19,LCOG0493,0,0,0,6299800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5233200,26420000,0,0,0,0,0,0,0,20343000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Christensenellales_f_Borkfalkiaceae_g_Scatosoma_s_Scatosoma_sp003150575|bin.19,LCOG0524,14330000,64342000,0,19098000,34478000,0,0,0,0,8402800,0,2178300,0,0,11359000,0,20179000,18408000,0,0,0,0,19207000,0,0,0,0,21866000,0,8713100,0,0,0,46035000,0,0,9838800,0,0,0,0,0,0,0,25806000,0,0,62191000
p_Firmicutes_A_c_Clostridia_o_Christensenellales_f_Borkfalkiaceae_g_Scatosoma_s_Scatosoma_sp003150575|bin.19,LCOG1454,0,8089500,0,12628000,40303000,0,0,0,0,0,0,66159000,0,0,0,0,0,0,0,0,15171000,50010000,0,16432000,0,8774500,80831000,0,0,12530000,0,0,33542000,0,0,0,0,0,0,0,6311600,43854000,19347000,0,0,37475000,24453000,25654000
p_Firmicutes_A_c_Clostridia_o_Christensenellales_f_CAG-74_g_Ventricola_s_Ventricola_sp900548125|bin.158,775TI,19000000,12737000,16140000,11835000,27847000,14173000,17166000,14930000,13127000,0,17460000,0,12918000,26406000,16188000,6074100,20357000,11827000,22110000,13714000,16952000,0,0,0,14574000,12963000,0,16506000,15514000,15082000,26369000,16311000,21417000,0,16192000,17787000,9975500,0,17203000,8958100,0,0,28786000,24525000,21012000,24406000,0,25007000
p_Firmicutes_A_c_Clostridia_o_Christensenellales_f_CAG-74_g_Ventricola_s_Ventricola_sp900548125|bin.158,LCOG0050,0,0,0,0,0,0,0,0,0,0,0,0,9142600,0,0,0,0,0,21511000,0,0,0,0,0,0,0,0,0,0,21952000,15273000,0,23165000,0,0,0,0,0,0,0,0,0,29984000,0,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Christensenellales_f_CAG-74_g_Ventricola_s_Ventricola_sp900548125|bin.158,LCOG0057,0,0,0,0,0,17471000,0,0,0,22128000,0,0,0,0,0,0,18188000,14892000,0,0,16297000,0,17935000,0,0,0,28979000,0,0,16053000,17441000,0,19172000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Christensenellales_f_CAG-74_g_Ventricola_s_Ventricola_sp900548125|bin.158,LCOG0086,19589000,16553000,0,12337000,0,12954000,0,0,0,0,22856000,7585900,16567000,0,0,8234600,0,15904000,33283000,0,0,0,0,4467300,14622000,12109000,0,0,0,17851000,19130000,0,20470000,0,24630000,0,0,0,18147000,0,0,0,26881000,0,13253000,0,0,13159000
p_Firmicutes_A_c_Clostridia_o_Christensenellales_f_CAG-74_g_Ventricola_s_Ventricola_sp900548125|bin.158,LCOG0203,22804000,11399000,19038000,12051000,18825000,14304000,20811000,13092000,15829000,0,22515000,0,10765000,16076000,0,8191600,15914000,14275000,14810000,12399000,13380000,0,15651000,0,12423000,8595800,0,10575000,22051000,18026000,19301000,13174000,31331000,10008000,36674000,13146000,13536000,0,12977000,7903600,0,0,26156000,19234000,13592000,17722000,0,15314000
p_Firmicutes_A_c_Clostridia_o_Christensenellales_f_CAG-74_g_Ventricola_s_Ventricola_sp900548125|bin.158,LCOG0222,15124000,0,12697000,0,0,15602000,13986000,0,0,0,14952000,0,14327000,13987000,0,0,0,16135000,0,12244000,17541000,0,30985000,0,12433000,0,0,18602000,0,16907000,0,0,18145000,0,10052000,12557000,9138700,0,12139000,0,0,0,14024000,13327000,17014000,0,0,0
p_Firmicutes_A_c_Clostridia_o_Christensenellales_f_CAG-74_g_Ventricola_s_Ventricola_sp900548125|bin.158,LCOG0227,11092000,0,9282500,5099900,16854000,6659400,10740000,7594600,6766300,0,7150000,0,3995500,10348000,9818500,2439800,9479600,4261100,5315000,7299300,9471000,0,10985000,0,9004800,6210100,4415600,5006700,8048300,5771400,5323700,11850000,12564000,8000200,2376900,8979100,6462800,0,4561200,0,0,0,6830000,12733000,9932000,6549200,0,10808000
p_Firmicutes_A_c_Clostridia_o_Christensenellales_f_CAG-74_g_Ventricola_s_Ventricola_sp900548125|bin.158,LCOG0395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Christensenellales_f_CAG-74_g_Ventricola_s_Ventricola_sp900548125|bin.158,LCOG0459,75536000,0,38921000,42336000,104140000,69561000,40633000,72726000,30402000,108300000,100940000,0,35974000,80302000,0,14941000,106970000,63786000,79375000,70557000,102750000,0,116500000,0,112070000,3904400,164410000,87490000,75666000,78729000,76302000,73724000,72430000,0,91480000,90767000,41728000,90099000,0,83260000,0,0,125610000,56366000,49403000,77281000,0,0
p_Firmicutes_A_c_Clostridia_o_Christensenellales_f_CAG-74_g_Ventricola_s_Ventricola_sp900548125|bin.158,LCOG0532,29078000,23501000,61927000,0,85162000,0,0,41830000,44817000,0,45754000,0,45283000,35285000,26340000,15678000,69986000,21249000,41482000,0,30907000,0,58502000,0,0,0,0,34391000,36724000,35911000,57905000,45594000,32158000,0,86598000,20156000,39706000,0,21545000,0,0,0,60407000,41239000,16714000,76847000,0,0
p_Firmicutes_A_c_Clostridia_o_Christensenellales_f_CAG-74_g_Ventricola_s_Ventricola_sp900548125|bin.158,LCOG0653,0,10286000,0,0,0,0,0,0,0,0,0,0,0,10833000,0,5309200,0,6948800,11529000,0,11521000,0,0,0,7406000,0,0,0,0,11976000,0,0,0,0,0,0,0,0,9683700,0,0,0,0,0,0,0,0,12733000
p_Firmicutes_A_c_Clostridia_o_Christensenellales_f_CAG-74_g_Ventricola_s_Ventricola_sp900548125|bin.158,LCOG0674,64325000,20124000,59047000,44117000,72302000,52660000,16881000,53910000,56869000,0,53210000,0,64181000,69889000,50985000,0,81949000,30367000,53485000,66488000,39670000,0,66682000,0,53374000,44479000,0,58095000,53653000,63925000,88600000,49823000,29604000,31609000,0,64999000,71576000,0,35150000,40296000,0,0,85944000,66158000,22450000,57673000,669840,43276000
p_Firmicutes_A_c_Clostridia_o_Christensenellales_f_CAG-74_g_Ventricola_s_Ventricola_sp900548125|bin.158,LCOG0715,29407000,0,30610000,26849000,0,33339000,37406000,35767000,0,0,36387000,0,15742000,43186000,51810000,0,37954000,34415000,0,0,0,0,40976000,0,45007000,0,0,0,34661000,0,26570000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25413000
p_Firmicutes_A_c_Clostridia_o_Christensenellales_f_CAG-74_g_Ventricola_s_Ventricola_sp900548125|bin.158,LCOG0747,9952400,0,0,0,17303000,0,0,12407000,15023000,11381000,0,0,0,0,0,0,16031000,0,19888000,0,0,0,0,0,0,0,0,0,0,18008000,15159000,0,20219000,0,0,14036000,0,0,0,0,0,0,0,0,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Christensenellales_f_CAG-74_g_Ventricola_s_Ventricola_sp900548125|bin.158,LCOG0761,10390000,0,0,0,0,0,0,0,10566000,0,10141000,0,0,0,0,5610800,0,0,0,9517000,8905000,0,0,0,0,0,0,10750000,10289000,10316000,0,0,12344000,0,0,0,0,0,8454300,6830400,0,0,0,0,8440200,0,0,8771100
p_Firmicutes_A_c_Clostridia_o_Christensenellales_f_CAG-74_g_Ventricola_s_Ventricola_sp900548125|bin.158,LCOG1028,24102000,11830000,14137000,16039000,19665000,15721000,33843000,14896000,21599000,10883000,13366000,4000000,13612000,21544000,13774000,11485000,20781000,17292000,0,13773000,20730000,0,0,0,18933000,12362000,0,12033000,26523000,13214000,19054000,13959000,26015000,20993000,24339000,15984000,17794000,0,15186000,11446000,0,0,18487000,18762000,23344000,17405000,0,24963000
p_Firmicutes_A_c_Clostridia_o_Christensenellales_f_CAG-74_g_Ventricola_s_Ventricola_sp900548125|bin.158,LCOG1053,23596000,0,11892000,17652000,0,19443000,23560000,0,0,0,0,0,0,21332000,9521500,0,15021000,12731000,0,14750000,9415900,0,14436000,0,20950000,11271000,0,13491000,22398000,0,0,0,0,0,0,9295000,0,0,0,0,0,0,0,15024000,12616000,10200000,0,11192000
p_Firmicutes_A_c_Clostridia_o_Christensenellales_f_CAG-74_g_Ventricola_s_Ventricola_sp900548125|bin.158,LCOG1207,42277000,0,48902000,5276800,169890000,55376000,0,95809000,52186000,107740000,120210000,0,27759000,51939000,41314000,0,96081000,0,115890000,68223000,82430000,0,135850000,0,64512000,18613000,110080000,71064000,64946000,83493000,80465000,62451000,120780000,49854000,156680000,79362000,41192000,62941000,0,39426000,0,0,88664000,36289000,0,124850000,0,74448000
p_Firmicutes_A_c_Clostridia_o_Christensenellales_f_CAG-74_g_Ventricola_s_Ventricola_sp900548125|bin.158,LCOG1312,6642400,0,0,0,0,0,0,0,0,0,0,0,0,10455000,0,0,0,0,0,6619900,0,0,0,0,0,6066400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Christensenellales_f_CAG-74_g_Ventricola_s_Ventricola_sp900548125|bin.158,LCOG1432,2757400,1646400,3406900,6846900,14400000,5417800,2280200,3002700,922300,0,1654000,0,2796000,1075000,6771800,6035400,6401800,2662700,0,4864300,14505000,0,10963000,0,7477700,1175800,10658000,3133200,13468000,535240,2502600,6818900,1612200,2259900,0,7388700,0,0,8099900,1868000,0,293620,371180,14439000,1123100,1144900,0,13406000
p_Firmicutes_A_c_Clostridia_o_Christensenellales_f_CAG-74_g_Ventricola_s_Ventricola_sp900548125|bin.158,LCOG1472,17781000,0,11349000,22685000,25525000,21392000,17020000,0,0,0,0,0,0,19306000,0,0,0,19967000,19185000,0,18807000,0,0,0,25062000,10139000,14874000,0,0,0,10698000,12196000,23176000,0,24632000,14521000,20418000,0,0,13214000,0,0,18470000,20246000,18839000,11643000,0,22970000
p_Firmicutes_A_c_Clostridia_o_Christensenellales_f_CAG-74_g_Ventricola_s_Ventricola_sp900548125|bin.158,LCOG1544,21014000,0,15377000,14996000,15609000,18985000,31766000,16722000,0,0,11883000,0,16755000,24684000,7065800,0,0,14433000,22944000,13629000,15713000,0,25782000,0,21621000,8388300,0,16349000,0,15174000,19422000,15507000,28707000,14155000,34430000,14568000,19331000,0,7051100,0,0,0,16936000,12693000,19400000,0,0,14532000
p_Firmicutes_A_c_Clostridia_o_Christensenellales_f_CAG-74_g_Ventricola_s_Ventricola_sp900548125|bin.158,LCOG1653,10972000,0,11762000,5893900,25787000,15447000,14646000,11639000,12285000,0,0,0,0,11388000,13666000,0,0,14443000,18612000,11554000,11264000,0,0,0,0,10910000,0,17055000,14830000,16183000,11080000,0,24482000,8471200,26184000,0,14543000,0,0,10432000,0,0,11869000,10742000,9538400,14305000,0,11123000
p_Firmicutes_A_c_Clostridia_o_Christensenellales_f_CAG-74_g_Ventricola_s_Ventricola_sp900548125|bin.158,LCOG1744,36887000,0,29911000,32580000,50312000,30934000,41820000,21929000,22815000,0,34365000,0,25823000,25223000,21363000,0,29954000,27946000,42460000,24324000,23102000,0,34536000,0,22774000,14554000,0,30551000,40488000,29426000,34247000,20466000,62017000,24238000,45787000,24995000,26815000,0,0,15704000,0,0,41133000,30726000,27272000,30704000,0,29434000
p_Firmicutes_A_c_Clostridia_o_Christensenellales_f_CAG-74_g_Ventricola_s_Ventricola_sp900548125|bin.158,LCOG3279,331310000,0,672400000,701290000,902520000,608120000,659860000,1149300000,483610000,1343100000,925730000,0,415220000,435980000,601860000,7865800,931840000,739180000,1264800000,1172400000,547230000,0,1548500000,0,1049100000,367930000,1570200000,1324500000,763440000,1344600000,1493000000,705910000,1909000000,575900000,1990200000,656230000,731630000,893210000,0,658380000,14459000,0,622140000,417650000,319970000,1839000000,0,671310000
p_Firmicutes_A_c_Clostridia_o_Christensenellales_f_CAG-74_g_Ventricola_s_Ventricola_sp900548125|bin.158,LCOG3839,5684200,3243800,2400100,4204500,5486700,4767200,4726400,6424800,0,0,6154900,0,2134200,6368800,0,0,0,0,6419300,0,6072900,0,0,0,8736700,0,0,0,4692600,0,5613500,0,5132000,0,7095900,0,5582300,0,0,0,0,0,5851300,2949800,3774200,5027800,0,6108900
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Anaerotignaceae_g_Anaerotignum_s_Anaerotignum_sp001304995|bin.50,767WZ,24951000,0,0,38917000,39318000,38854000,0,69367000,0,35479000,64730000,1988500,0,37639000,43080000,0,0,0,0,45954000,32844000,0,50850000,1022500,47052000,0,32420000,66806000,58783000,0,0,48677000,42485000,38014000,185410000,55839000,31567000,0,0,42227000,0,0,31914000,0,23163000,73352000,0,41852000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Anaerotignaceae_g_Anaerotignum_s_Anaerotignum_sp001304995|bin.50,LCOG0050,57872000,36463000,0,26432000,0,44863000,49553000,34764000,37939000,0,42816000,0,51170000,44533000,28664000,26987000,39685000,36660000,41024000,37650000,27768000,0,0,0,42362000,27490000,0,29294000,43598000,38334000,0,29864000,46734000,33850000,0,33509000,26174000,0,57151000,23751000,0,0,48949000,52264000,48366000,0,0,26193000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Anaerotignaceae_g_Anaerotignum_s_Anaerotignum_sp001304995|bin.50,LCOG0129,18056000,0,0,23993000,0,0,0,29787000,21869000,24237000,0,0,21246000,33267000,0,0,73322000,0,36931000,33958000,0,0,61201000,0,32636000,20599000,29051000,32340000,36596000,32336000,0,30169000,35928000,0,0,23047000,22452000,0,0,0,0,0,41039000,0,18681000,0,0,19549000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Anaerotignaceae_g_Anaerotignum_s_Anaerotignum_sp001304995|bin.50,LCOG0264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Anaerotignaceae_g_Anaerotignum_s_Anaerotignum_sp001304995|bin.50,LCOG0334,0,0,12767000,0,10126000,0,0,0,0,0,0,14780000,16704000,0,19129000,0,0,9003200,22081000,0,0,10277000,0,13673000,0,0,0,0,0,0,9778000,0,0,0,0,14648000,0,0,0,0,13784000,12619000,0,0,0,0,8520100,0
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Anaerotignaceae_g_Anaerotignum_s_Anaerotignum_sp001304995|bin.50,LCOG0459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Anaerotignaceae_g_Anaerotignum_s_Anaerotignum_sp001304995|bin.50,LCOG0493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Anaerotignaceae_g_Anaerotignum_s_Anaerotignum_sp001304995|bin.50,LCOG2407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Anaerobutyricum_s_Anaerobutyricum_hallii|bin.385,775TI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Anaerobutyricum_s_Anaerobutyricum_hallii|bin.385,LCOG0031,105710000,0,78082000,65417000,150810000,123140000,54855000,248640000,69951000,191010000,240520000,0,70825000,119810000,88706000,0,272950000,113650000,409740000,181330000,73007000,0,342740000,0,141950000,18760000,274780000,182650000,146500000,162310000,146860000,167420000,183380000,42951000,205810000,208650000,85371000,150670000,0,73424000,1496100,0,0,65676000,19800000,0,0,106320000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Anaerobutyricum_s_Anaerobutyricum_hallii|bin.385,LCOG0050,451320000,24531000,29149000,26934000,35857000,15381000,21008000,0,31275000,228280000,28010000,0,20835000,0,23678000,189820000,32022000,0,26803000,151250000,67823000,0,35500000,0,18886000,31801000,0,0,25603000,23607000,24729000,20073000,26277000,45577000,29282000,0,0,582880000,65602000,0,1106300,73121000,67033000,20639000,357130000,0,28324000,25012000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Anaerobutyricum_s_Anaerobutyricum_hallii|bin.385,LCOG0059,0,0,14693000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8129400,0,0,0,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Anaerobutyricum_s_Anaerobutyricum_hallii|bin.385,LCOG0089,15595000,0,15603000,15508000,26575000,19483000,0,0,19679000,17284000,0,0,20898000,19455000,0,0,0,0,22153000,0,20385000,0,0,0,18854000,25439000,31144000,0,19017000,0,38729000,0,0,46603000,35467000,22877000,19771000,33839000,11810000,27267000,0,0,64929000,17975000,52325000,0,0,23023000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Anaerobutyricum_s_Anaerobutyricum_hallii|bin.385,LCOG0104,6043800,4531900,5626800,157230000,0,110420000,33387000,7845600,0,0,0,0,3899200,0,0,0,0,0,9573300,6752600,0,0,8596500,730330,88477000,145150000,0,13171000,8248800,0,0,0,139180000,228620000,12031000,7777500,0,0,0,0,0,0,0,5695300,169840000,0,0,169050000
