Genome,OG,DC.M.48.1,DC.H.48.1,NZ.H.48.1,AZ.M.48.1,NZ.M.48.3,AZ.L.48.1,AZ.M.48.2,PR.L.48.1,NZ.H.48.2,CP.L.48.1,NZ.L.48.3,CP.H.48.3,NZ.H.48.3,DC.M.48.2,NC.1D.48.1,DC.H.48.2,PR.L.48.3,PR.M.48.1,DC.L.48.1,PR.M.48.2,PR.H.48.1,CP.M.48.1,NC.1D.48.2,CP.M.48.2,AZ.L.48.2,AZ.H.48.1,CP.L.48.2,PR.L.48.2,PR.M.48.3,NZ.M.48.2,NZ.L.48.1,DC.L.48.2,AZ.L.48.3,AZ.H.48.2,NZ.M.48.1,NZ.L.48.2,DC.L.48.3,CP.L.48.3,DC.H.48.3,PR.H.48.2,CP.H.48.2,CP.M.48.3,PR.H.48.3,DC.M.48.3,AZ.H.48.3,NC.1D.48.3,CP.H.48.1,AZ.M.48.3
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG0653,24129000,4975200,24678000,0,0,6972600,0,10996000,11329000,5938300,10922000,0,21645000,0,0,0,12555000,0,0,0,11249000,0,0,2504500,0,11250000,0,0,0,0,0,0,0,0,20608000,8141900,0,6548400,0,0,0,2259600,0,0,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG0674,402830000,45291000,308400000,165300000,446680000,212010000,174640000,455900000,351970000,188220000,449360000,16784000,239780000,285510000,303650000,41354000,559560000,184090000,533080000,506210000,337090000,440640,464210000,2105200,287490000,16277000,278440000,344830000,320770000,234050000,238880000,351430000,383430000,174420000,432610000,313070000,239500000,170710000,52011000,266820000,7770000,1603200,394780000,423230000,118830000,496400000,661360,252620000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG0683,0,0,0,0,0,0,0,0,0,0,0,0,0,7324800,0,0,0,0,0,0,11650000,0,0,0,0,0,0,0,0,0,0,11827000,0,0,0,0,9280700,0,0,0,0,0,12423000,0,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG0720,17937000,0,26147000,45487000,89131000,36147000,9074700,79807000,9838300,20845000,101160000,0,15142000,29033000,57650000,0,126680000,46969000,49162000,72314000,12464000,0,138650000,0,33533000,5589600,71883000,0,71646000,0,45179000,70969000,59020000,26041000,89322000,44171000,20767000,38308000,21706000,0,0,0,35806000,33344000,13144000,65926000,0,0
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG0747,26549000,0,60697000,41559000,85651000,44759000,51403000,72731000,55307000,47295000,64447000,0,45074000,37744000,40979000,0,53997000,61180000,86675000,64619000,22119000,0,71933000,0,57679000,18551000,48588000,50734000,60446000,75502000,74641000,54809000,79433000,27360000,128470000,68454000,49768000,26063000,0,19123000,0,0,28045000,37002000,21674000,87188000,1159800,38181000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG0771,15543000,0,0,12526000,38499000,13048000,9370200,18951000,19886000,19644000,19820000,0,15402000,9213500,9420400,13048000,20976000,12361000,17507000,13253000,11880000,13991000,19787000,0,16164000,12447000,22651000,15782000,15745000,9975700,19589000,14239000,30702000,14961000,41282000,17684000,13820000,22212000,0,12922000,0,0,32829000,17811000,17023000,35592000,0,15098000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG0778,0,0,9280300,0,0,0,9424100,0,10917000,0,0,0,11064000,0,0,0,0,0,0,0,13313000,0,0,0,0,0,0,0,0,0,9210300,0,0,0,0,0,0,10479000,0,0,0,0,17107000,7059800,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG0826,0,1157200,0,10993000,0,13188000,12640000,15640000,13192000,11951000,0,0,14243000,0,11466000,0,16171000,10712000,16384000,19177000,12571000,0,15154000,0,10788000,0,23917000,15262000,0,0,9247500,18706000,15313000,8840000,0,11959000,8035600,18718000,4531800,7374000,0,0,0,0,0,16859000,0,0
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG1155,0,0,26072000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11781000,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG1167,24727000,0,31536000,0,47571000,0,0,23193000,38845000,0,32712000,0,12563000,0,0,0,25148000,0,36430000,0,28515000,0,31999000,0,0,0,0,0,21424000,21267000,29097000,16067000,26634000,0,42034000,0,0,0,0,0,0,0,36506000,25436000,0,35401000,0,0
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG1228,14945000,0,20753000,0,24171000,20587000,0,27106000,23972000,0,23514000,2670000,18342000,17477000,0,0,23310000,13344000,27616000,23295000,18081000,0,35874000,0,12048000,16357000,9534100,14852000,19951000,19634000,16681000,16822000,16024000,6774900,22916000,21969000,15357000,4915800,0,17718000,0,0,48765000,25021000,7463600,31645000,0,0
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG1249,14138000,0,11767000,0,14921000,0,0,0,11900000,0,0,0,0,0,6293400,0,0,0,15204000,0,10580000,0,0,0,6229500,0,0,24216000,0,0,8134200,0,0,0,0,0,0,0,0,9687000,0,0,25496000,11007000,0,14248000,0,0
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG1250,105140000,0,57649000,9720000,79859000,5120300,15896000,55591000,51243000,32093000,100880000,0,33616000,71076000,50017000,2445800,81395000,41559000,56836000,66164000,72605000,0,95569000,0,36218000,0,49230000,57160000,70417000,54342000,52916000,86119000,47296000,19532000,83382000,46591000,36550000,30943000,0,37388000,0,0,102890000,75515000,11028000,64738000,0,26172000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG1420,3573800,0,5530400,0,8217300,0,0,6298000,5772600,0,0,0,0,5106300,0,0,0,0,0,0,7966000,0,0,0,0,0,0,0,0,5512100,5709900,0,0,0,0,0,3376200,0,0,4751400,0,0,11377000,5211400,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG1454,25104000,0,19309000,0,24740000,0,42802000,22956000,24823000,0,22061000,0,19248000,31900000,12175000,0,22696000,18137000,25883000,22344000,28843000,0,30482000,0,0,0,0,18531000,23752000,26409000,0,26339000,0,0,52140000,30002000,19047000,0,0,28150000,0,0,29827000,24437000,0,44922000,0,0
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG1473,20542000,0,15755000,0,23339000,0,0,0,14565000,0,20711000,0,15382000,17840000,16720000,0,17889000,17369000,20491000,21688000,18567000,0,16210000,3657800,16518000,0,0,0,16189000,18247000,12219000,25157000,0,0,0,20905000,18163000,0,0,15609000,0,0,24179000,22019000,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG1501,341160000,4254900,148320000,288140000,528430000,206050000,242790000,433940000,217690000,174190000,526660000,0,186350000,580310000,243720000,0,508160000,239870000,586000000,392890000,204940000,0,641510000,0,352130000,75252000,553290000,404290000,424810000,297470000,313990000,460640000,430810000,106130000,634980000,415080000,193630000,427150000,0,183220000,0,0,233650000,383310000,60423000,455670000,0,335470000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG1592,207443000,14665000,57329000,19420000,115135000,23314000,21467000,75812000,79763000,23265000,64723000,0,40970000,99047000,40869000,11448000,24363000,45284000,71477000,55414000,87759000,0,91909000,4010600,38347000,35601000,113070000,81097000,40855000,40690000,65008000,95634000,54068000,109060000,120564000,66268000,57212000,87781000,17821000,43552000,0,6445000,91724000,118769000,47955000,60252000,0,18571000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG1638,153890000,0,134490000,21918000,249230000,39723000,17471000,127120000,127830000,0,152130000,0,131750000,98506000,76952000,5907600,151980000,79161000,139420000,102310000,118850000,0,149620000,0,53449000,4318200,20980000,113840000,125850000,100850000,124680000,106220000,88557000,0,206350000,120430000,70743000,12287000,0,63892000,0,0,175540000,166500000,15530000,135830000,0,27247000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG1641,14807000,0,18643000,15400000,28829000,14978000,18542000,25500000,17625000,0,19571000,0,14313000,12666000,10356000,0,21232000,12179000,23696000,15250000,16960000,0,19352000,0,17072000,17544000,0,16271000,17759000,18873000,19105000,13810000,15183000,14272000,20280000,16846000,11685000,0,0,0,0,0,20148000,26517000,0,13936000,0,0
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG1653,59523000,0,60620000,0,96588000,0,0,83341000,83427000,0,85155000,41723000,60902000,60604000,57072000,0,84308000,52222000,80326000,80539000,63144000,1381500000,73802000,0,29814000,0,50580000,69782000,83075000,67044000,67315000,84401000,38323000,0,92456000,79336000,48112000,14961000,0,47856000,0,0,90432000,77458000,11566000,83898000,0,44092000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG1788,93257000,0,66504000,17440000,92924000,27477000,15791000,72337000,69831000,0,92258000,0,46436000,82780000,60357000,0,74112000,40761000,79041000,64037000,90484000,0,77860000,0,24523000,12171000,7262000,67612000,49658000,48096000,51440000,80071000,42296000,3484000,91041000,73420000,59727000,22413000,0,51743000,0,476540,126400000,87135000,2911200,78983000,0,20025000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG1866,178720000,5718700,115480000,55102000,285640000,68941000,45255000,170420000,133160000,58008000,203060000,534420,128370000,120740000,93756000,3726500,163240000,94077000,151520000,150330000,158590000,0,202260000,687150,74781000,26387000,15246000,115500000,139670000,94021000,128230000,166340000,116080000,38789000,210400000,166450000,77863000,35571000,1091000,76212000,0,2296500,191460000,222860000,55724000,207530000,0,144720000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG1879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG1932,0,0,12242000,0,0,0,0,0,0,0,0,0,7794300,0,0,0,0,0,10389000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10180000,0,0,0,0,0,0,0,26781000,14889000,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG1960,294370000,7079500,273370000,45318000,271190000,81385000,46316000,291510000,268700000,71557000,327960000,3748500,170580000,279460000,181760000,3981500,325480000,154580000,186780000,261900000,297240000,1512800,307630000,3239000,95030000,14294000,85952000,217380000,246310000,126790000,202050000,267930000,79699000,35733000,282510000,239340000,188870000,111890000,31099000,166250000,2089400,2520400,308020000,394340000,36165000,223550000,1461300,90154000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG1978,20219000,0,17123000,14984000,30231000,14839000,0,15017000,14749000,0,23020000,0,10666000,15008000,18502000,0,17825000,14493000,24500000,22521000,21201000,3076800,23631000,0,22984000,0,0,20085000,14738000,23710000,19272000,22434000,18796000,13010000,25059000,18894000,12498000,0,0,11594000,0,0,24578000,13889000,14235000,20718000,0,21064000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG2033,0,0,0,0,0,0,0,0,11976000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13036000,14626000,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG2056,0,0,0,0,0,0,0,22058000,0,0,0,0,0,0,0,0,0,0,0,21730000,23950000,0,39518000,0,0,0,0,14968000,26671000,0,0,21394000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG2057,92832000,0,80457000,14071000,111520000,19984000,12609000,56236000,49211000,0,84545000,0,62380000,91006000,35562000,0,63223000,39041000,96845000,58878000,72945000,0,91534000,0,28476000,16169000,17477000,60589000,66264000,53391000,66248000,86573000,43790000,7691100,86929000,47391000,45500000,39368000,6797300,49779000,0,0,112520000,116890000,11550000,87174000,0,24984000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG2084,938410000,0,373290000,261060000,789560000,510530000,601480000,727280000,441840000,719790000,893260000,1848800,434830000,998500000,369140000,0,763040000,493040000,859870000,616210000,395620000,673910,1061200000,1753600,646480000,274240000,1168400000,694600000,737370000,640300000,597170000,704560000,699840000,154710000,1168300000,571940000,447660000,892140000,4993700,389360000,1647700,1496200,540320000,727160000,59015000,797700000,721270,495650000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG2086,151620000,0,119930000,6501600,240030000,36082000,12851000,109410000,120680000,11698000,152800000,0,106400000,151400000,40788000,0,133860000,84464000,149220000,104640000,148000000,1007700,154100000,0,33962000,10899000,22164000,104840000,106090000,121570000,135490000,128260000,98543000,0,133090000,88114000,102680000,39811000,0,107050000,0,1024200,237320000,194870000,12517000,194330000,193820,10417000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG2207,0,0,77956000,0,0,0,0,0,15216000,0,0,0,11713000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG2358,82786000,0,116290000,0,170830000,0,0,83504000,150370000,0,88707000,0,98892000,72055000,76282000,0,95096000,0,110230000,96033000,83429000,0,97861000,0,0,22173000,0,79226000,84130000,67757000,77328000,68136000,57345000,0,146260000,0,71785000,0,0,63749000,0,0,118080000,134820000,0,113840000,0,0
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG2407,841480000,36199000,397910000,397670000,1427700000,589060000,362140000,875940000,582690000,476950000,1030100000,0,334640000,1268700000,637820000,0,1223300000,390120000,1141000000,642050000,524110000,0,1265100000,0,481750000,144120000,1986600000,692630000,1069300000,624680000,675750000,943730000,901040000,253880000,1614600000,697220000,331020000,992040000,20218000,422860000,0,0,574110000,1092100000,139930000,974820000,0,661530000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG2509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG2759,84664000,65081000,129800000,33575000,141120000,46232000,36303000,139310000,86225000,10316000,133180000,5027700,75722000,104670000,61430000,14116000,140070000,58475000,210620000,140910000,129930000,2155200,105190000,3670500,43561000,18965000,29652000,85569000,93422000,71892000,141460000,118250000,81152000,24011000,154780000,84474000,66292000,15812000,61637000,84127000,4542400,3000300,141450000,138780000,31236000,182180000,2523000,43388000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG2876,61083000,0,103150000,81925000,253370000,101530000,101960000,149360000,84888000,68558000,200750000,0,104930000,100330000,119530000,0,224600000,104270000,170270000,167440000,68750000,0,209940000,0,125650000,23434000,115710000,164580000,162440000,190350000,164780000,145640000,153900000,32207000,313750000,153810000,108950000,74036000,0,84025000,0,0,130880000,88698000,27416000,222340000,0,113920000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG2986,195600000,0,190450000,21784000,278270000,44505000,16151000,143220000,280840000,0,158100000,204940,116890000,149540000,87079000,1784400,104320000,86516000,70675000,143780000,213720000,527670,193110000,1223300,103560000,18783000,5728100,124990000,145260000,47408000,138470000,129160000,153380000,31639000,260720000,105950000,130760000,23133000,27797000,92469000,765410,614520,245510000,119300000,47686000,149420000,859970,48161000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG2987,358400000,33809000,413330000,114630000,800040000,257260000,176520000,462380000,473640000,0,605130000,3104100,364170000,354010000,322860000,7807200,518460000,281150000,560540000,468640000,579680000,0,645940000,2491900,256150000,129770000,13605000,446790000,396510000,468160000,492310000,368480000,410620000,104210000,900580000,443870000,303560000,27328000,54546000,360400000,0,0,936150000,414100000,139380000,545010000,0,214030000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG3181,17843000,0,15089000,14676000,19266000,17977000,6577900,31440000,0,0,30052000,0,12995000,28122000,16980000,0,0,19912000,34672000,33788000,31984000,0,28112000,0,22746000,0,0,28562000,0,27023000,13796000,29941000,0,7454500,41952000,31080000,20009000,0,0,21392000,0,0,31363000,19207000,7809000,0,0,14869000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG3404,0,0,0,0,0,0,0,0,0,0,21576000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20471000,24729000,0,0,0,0,0,0,0,0,0,0,23140000,19378000,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG3411,112340000,0,0,84862000,253440000,200470000,127800000,117090000,0,143500000,0,0,0,152020000,106780000,0,0,265330000,0,127480000,112340000,0,377240000,940120,327010000,82363000,179870000,159770000,0,334140000,301890000,147490000,300520000,129150000,341200000,169490000,242180000,113960000,0,152190000,0,0,170240000,37015000,79180000,233900000,0,112790000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG3643,145050000,4577000,163500000,56836000,326860000,73097000,65205000,193260000,149050000,0,209360000,0,116870000,124910000,104200000,0,217400000,125940000,229170000,199560000,192010000,0,226640000,0,102060000,36120000,0,146550000,181250000,143560000,173170000,163380000,169000000,44432000,296410000,137450000,103500000,8394100,3794000,94193000,0,251820,265540000,172750000,49320000,187000000,0,76803000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG3681,0,0,9668900,0,12924000,0,0,10218000,10510000,0,24356000,0,7867200,0,9276700,0,13210000,7227800,13906000,0,0,0,0,0,0,7163000,0,0,11607000,10005000,0,0,17955000,0,13454000,0,0,0,0,0,0,0,12370000,0,0,12529000,0,0
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG3808,18512000,6415400,15525000,9696000,28613000,11003000,9909400,24632000,24254000,0,29953000,0,20150000,23649000,17648000,0,25909000,12769000,37129000,30253000,18327000,0,30734000,0,15188000,0,0,22102000,15703000,27317000,18787000,21530000,18702000,9664400,43842000,23683000,18305000,6179600,24236000,15059000,0,0,28618000,23172000,9543500,10394000,0,11610000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG4166,75495000,3490900,64721000,33264000,96838000,26183000,0,48596000,77187000,0,69373000,0,52894000,70630000,31963000,0,105468000,47669000,71347000,57092000,67260000,0,60851000,1087800,30395000,0,0,52455000,58020000,43418000,52367000,62028000,52152000,19376000,62716000,64343000,45450000,9300100,0,39023000,12954000,0,50835000,71521000,9241200,85714000,0,28288000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG4465,0,0,0,0,21300000,0,0,0,0,0,0,0,7047300,10456000,5668300,0,0,0,9601000,0,0,0,0,0,0,0,0,0,0,8765800,8877100,16921000,6752000,0,21843000,0,0,0,0,0,0,0,17781000,0,0,17182000,0,0
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG4656,7590400,0,31404000,0,39976000,26193000,30843000,0,0,52129000,40064000,0,19942000,27675000,0,0,39618000,0,49901000,33851000,0,0,49152000,0,28766000,13605000,56543000,0,39471000,18851000,28184000,0,28406000,14311000,29270000,0,0,48423000,0,0,0,0,23079000,26496000,0,31494000,0,0
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG4799,111163000,7815800,75745000,13112200,87561000,24302400,11320000,64549000,51377000,0,68237000,0,62417000,61512000,44641000,0,90571000,27435000,109651000,81810000,78168000,824330,105658000,0,17388000,2354300,0,45207000,35322000,46661000,51693000,80006000,39614000,2749900,98610000,52504000,32299000,13391000,0,33319000,0,0,103865000,98275000,9067400,96592000,0,12662000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Clostridium_Q_s_Clostridium_Q_symbiosum|bin.88,LCOG5016,29965000,0,29767000,0,33296000,17697000,0,25591000,27295000,0,27274000,0,23456000,0,20185000,0,34105000,20903000,30790000,27698000,29877000,0,0,0,21501000,11909000,0,39538000,26675000,20959000,23630000,24949000,0,0,29441000,42715000,22687000,0,0,0,0,0,28157000,30278000,0,24034000,0,14790000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp000435795|bin.267,75K31,37795000,36995000,44130000,54313000,81347000,49153000,39167000,60702000,39364000,45114000,67114000,9175700,30507000,43675000,46267000,27796000,56729000,31900000,56518000,63447000,56861000,3514000,89992000,5704400,41327000,34427000,116370000,62552000,51631000,53816000,49660000,56683000,82873000,59796000,94818000,53195000,30184000,84820000,44411000,37413000,11193000,10220000,61228000,39615000,49210000,72297000,56916000,71118000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp000435795|bin.267,775TI,238460000,10390000,206020000,240900000,538920000,238540000,196910000,444800000,250030000,363860000,358250000,0,227570000,277080000,238930000,0,376430000,228140000,509160000,359340000,285890000,0,451420000,0,360280000,109890000,441930000,301430000,325600000,374970000,314420000,323940000,300250000,142960000,501820000,348220000,210300000,230120000,1657900,171630000,0,0,321830000,241480000,117350000,312450000,0,264560000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp000435795|bin.267,LCOG0072,22887000,0,19774000,28810000,19741000,20692000,0,38041000,24136000,22026000,31709000,0,28103000,0,17939000,0,23839000,0,33597000,20857000,27570000,0,47457000,0,35260000,0,49019000,24566000,26072000,0,16747000,26308000,21474000,0,19974000,20615000,23581000,26801000,0,13389000,0,0,0,25822000,0,27818000,0,32713000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp000435795|bin.267,LCOG0085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp000435795|bin.267,LCOG0086,0,0,29631000,46045000,115170000,41015000,20852000,84144000,27170000,62506000,80049000,0,26515000,35565000,0,0,73995000,39391000,62071000,58215000,0,0,88418000,0,41427000,18565000,70006000,66070000,69544000,59900000,63624000,53955000,91515000,31959000,116180000,63067000,0,48093000,0,0,0,0,0,23412000,15532000,89881000,0,35739000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp000435795|bin.267,LCOG0112,113650000,0,139120000,228820000,364450000,205590000,170810000,242440000,135620000,154460000,314500000,0,125690000,185890000,195060000,0,303050000,147530000,302250000,254660000,186210000,0,395420000,0,239420000,78451000,315220000,287730000,281060000,306430000,253640000,220270000,312130000,174130000,432220000,296200000,135310000,185390000,0,143390000,0,0,193090000,107350000,113080000,348980000,0,258110000
