Taxon,Function,DC.M.48.1,DC.H.48.1,DC.M.48.2,NC.1D.48.1,DC.H.48.2,DC.L.48.1,NC.1D.48.2,DC.L.48.2,DC.L.48.3,DC.H.48.3,DC.M.48.3,NC.1D.48.3
MGYG000002023,LCOG1894,12686457,0,2061384,5292755,0,1856269,0,429160,22265113,0,0,0
MGYG000002023,LCOG3279,242678888,158440424,287160362.7,199500898,188415846,288123355.8,278639248,167048394,161109438,110097678,267870388,173074387.5
MGYG000002023,LCOG3411,12686457,0,2061384,5292755,0,1856269,0,429160,22265113,0,0,0
MGYG000002023,LCOG3842,693988886,188285019,745445611.5,531520074.8,0,769279233.6,909236205.5,669488974,724563702.8,0,871742263.3,787842471
MGYG000002023,LCOG4770,11509841,0,4381652,18307775.45,0,15409851,8262746,12273221,4924725,0,7268693,0
MGYG000002026,6XJRK,6431421.18,0,1278032,0,6641706.236,0,1760252,0,0,9927086.02,0,0
MGYG000002026,76T26,22288048,0,763770,18194059.55,0,60203829,41463403,33026407,18497524,0,23541361,41069213
MGYG000002026,775TI,41692639.6,218293,30466053.8,28548424.25,12512193.57,145778898.3,82609412,22369130.2,32628508.75,15299251,88219430,82302742.25
MGYG000002026,789ZC,942949084.8,545912021,486425694.6,449295017.3,359875845,567548780.8,503703210,387901260,324951449,428864477,533929568.5,405561044
MGYG000002026,LCOG0016,57428441,39065466,91974487,0,16715198.11,34166952,0,28861558,0,33399137,45950110,99883665
MGYG000002026,LCOG0017,109218857,157741103,227645681.5,14196518,148002757.5,310187529,78328809,119203211,30784778,149078296.9,45149926.5,239728237
MGYG000002026,LCOG0022,198652004.4,28432331.84,186263458.8,178973849.9,60919015.08,133698529.4,249233857.8,146696378.9,131348472,83664221.69,282556674.7,230191534.7
MGYG000002026,LCOG0048,50622592.83,20378607.9,40579937.59,81924583.08,13697705.92,93348764.57,306285349.9,158071349.7,128463173.6,7661417.723,166260352.6,348159116.3
MGYG000002026,LCOG0051,4739277,0,4558482.667,5582683.167,4640668,11430950.33,10495801,7614321.667,3902020.181,0,8185931.667,11398239.33
MGYG000002026,LCOG0052,616672702.7,25225065.03,647527295.3,658110742.5,172388359.1,1331795086,978327948.7,554454142.7,548717640.6,228477970.1,720059189.7,1002718205
MGYG000002026,LCOG0057,1064736364,59306734.12,1028067862,1132738446,57103376.9,1424989496,1595626049,1466497198,991616370,70811003.01,1010319367,1455988881
MGYG000002026,LCOG0080,5514029.846,1251364,5548718.909,1853618.833,2717153,6245245.75,10056487,5194545.231,5364897.667,4734534.18,6313312,3852867.583
MGYG000002026,LCOG0081,130494851.2,2748683.5,151152726,91987367.5,46297802,72277570.5,150873607.8,77585781.47,43238471.9,5810457.5,92238267.4,23222071.66
MGYG000002026,LCOG0085,209465000,0,236326086,140437146,205513432,183371821,196344078,158558759,152835144,0,204153424,189333521
MGYG000002026,LCOG0087,124581571,14945943.35,119295888,0,23951694,0,0,0,0,41253160,123958251,0
MGYG000002026,LCOG0088,72882484,0,57137909,64654721,8059319,39387655,68770672,65304232,64989026,0,35558151,22493469.79
MGYG000002026,LCOG0090,31163061,6729304,14320353.58,30975299,11076662.47,52187671.17,37273878.25,18747882.8,17333600.38,12087046.24,29101513.7,51320689.75
MGYG000002026,LCOG0092,169619181.4,85446179,205489144.2,114958750.1,86997219.94,220242344.4,187687709.9,247073309.1,140101356.9,92193782.94,188794417.1,206466591.9
MGYG000002026,LCOG0094,1006065,845434.5,1821240.951,3691754,3257353,527255,1335581,3886349.8,1549406,3402383,60105.8,1797633.8
MGYG000002026,LCOG0096,5240796,0,1813592,0,0,17713068,2936777,0,443771,0,2343717,20574732
MGYG000002026,LCOG0097,134227157.3,121049250.7,80225396,48196221,39124470,113400983,77569451,89505334,85818025,47753251.34,85109099.67,89236027
MGYG000002026,LCOG0098,619313069.8,138484979.7,674334110.9,853361849.4,67381730.26,1410318944,1439270657,858715947.9,646846498.4,71382303.73,757144894.8,1178718774
MGYG000002026,LCOG0099,502344837,787531554.5,532439111.8,219005305,547880218.4,359483544,280998609,442076651,1860363318,1001973436,2632534408,288765063.2
MGYG000002026,LCOG0103,13179066.21,13406888.14,8403318.606,5775421,10633854.08,4496220.783,8544184.308,5303365.143,3903358.154,12836276.88,13434363.75,6577715.759
MGYG000002026,LCOG0115,1016380524,0,1175528739,710082033,523908718,1318775099,1641017204,1378208247,784258877,0,1153609952,1562611232
MGYG000002026,LCOG0152,231218367,0,630885280,588151589,7027793.381,682261327,784004536,593646825,429016371,6619124,440932108,614849712
MGYG000002026,LCOG0167,97427823,66467621,103549082,79829913,47453460,116344534,146874684,91109343,74434841,56838585,81590473,122965537
MGYG000002026,LCOG0172,346352305,0,92112730,213802745,0,317046209,431858773,319455111,136430990,0,64749146,205786610
MGYG000002026,LCOG0184,13796152.75,10807106,5176895.694,7947388.333,8109237.5,5373626.276,14069576.67,16800267.17,4679849,6501661.737,13122504.25,8465026.5
MGYG000002026,LCOG0198,32791308.5,22646976,28758299.83,7427921.4,17705456,28431910,18143980.25,20960570.75,20541834.2,24923439,29141257.88,20923187.14
MGYG000002026,LCOG0199,417501851.1,424425723.5,534608161.4,443482993.1,341976829.6,498177659.4,316656660.8,413108715.2,278743198.1,432833465.4,550888694.3,414466108.2
MGYG000002026,LCOG0200,531627552.3,89465267,683765914.4,395439536,109059299,515536228.5,919030197.8,610104161.2,398202581,67951395,1365844882,1438988132
MGYG000002026,LCOG0202,2174666,3065844.742,750699,0,2461450,0,0,0,0,1797901,1390265,0
MGYG000002026,LCOG0222,23518586,8028883,24860250.65,19165677,13967010,14492414.6,54461932,21889769,29986605,16434362,11333389,32113334.2
MGYG000002026,LCOG0228,8500741,0,7375236,7394304,0,4405200,12922462,9459083,13687127,0,14696586,8305341
MGYG000002026,LCOG0231,50853309,22519080,69908582,79444753,3623049,8208354,177593686,94156786,72217805,7824496,82137884,162915787
MGYG000002026,LCOG0238,20162802.83,18940357.23,27100634.54,9993969.304,24875465.46,24095406.5,23400989.83,11827385.41,20546854.96,27453511.43,14783271.56,18862186.27
MGYG000002026,LCOG0264,51141583,0,79800523,113666358,8856156,143618636,170187340,125240409,83260679,0,67834143,170298144
MGYG000002026,LCOG0277,68401009.09,73129828.14,63317073.9,35069432.33,47214364.64,34962150.7,72715202.67,56739210.27,34332118.75,36668826.04,26893650.55,30234755.15
MGYG000002026,LCOG0282,44426953,26243078,39178381,0,15294896.24,61357206,0,26389373,0,19953508,55440907,50672733
MGYG000002026,LCOG0292,12536858,0,14649380,0,10405972,0,0,10210626,0,10105602.2,0,0
MGYG000002026,LCOG0335,17875055,9938119,21480997,0,9153566,0,0,13075487,0,15911255.28,97464999,0
MGYG000002026,LCOG0370,321364194.1,4523303.5,449344928,1135930220,10726573.5,2001812385,1389631733,1189688902,563398382.2,9254849,642302397.3,2115048086
MGYG000002026,LCOG0427,21027550.62,72500894.47,22814577.57,11667497.5,72601646.88,28143391.18,27654138,17869256.39,5671909.5,99783682.25,31299956.25,24394194.22
MGYG000002026,LCOG0436,566591.7131,1524470,733029,398167,0,524656,0,1902946,1461688,0,185260,0
MGYG000002026,LCOG0441,95742340,140836522.5,112414168,73749709,243310455,122229733,299815822,93022048,97196764,125088421,100573960,107720772
MGYG000002026,LCOG0443,648153129.4,479518467,522251584.5,277091048,367053899,297559471.6,622301218,670319746.7,328360848,442748233.1,264237680.7,318418681.8
MGYG000002026,LCOG0446,420328049.4,190611029.3,252019935.5,450368562,146480810,348809988,255453545,204908384,369303895.5,167639724.5,212942860.4,85354718
MGYG000002026,LCOG0459,517283288.3,185413141,749987706,386860143.1,118010359.5,664542517.4,671432322,546365385,351001749.7,135050504.9,648565018,647397027.1
MGYG000002026,LCOG0462,33553700,0,40573212,7228352,0,43977670,28119926,21703607,9674144.5,0,39733883,32222626
MGYG000002026,LCOG0474,177565745,0,189516505,143622024,0,224684284,263844245,235498081,59977945,0,161426670,240812657
MGYG000002026,LCOG0480,36182454,3191079.936,31742296.66,2360759.857,4782262.833,61111832.43,28059089.14,26132161.86,33214273,5810723.537,21362495.11,32777605.5
MGYG000002026,LCOG0493,404880288.5,912149860.5,305403440.3,384607541.4,656660652,285528491.1,286778745.7,323626389.8,310274328.2,300196906,286909470.6,498727849.8
MGYG000002026,LCOG0504,17869574,0,33007205,33989870,0,86526406,21502713,30300655,22708426,0,84934781,51827930
MGYG000002026,LCOG0508,10319991,8522431.5,14397118.5,0,14751776.88,0,0,9209830,0,13153152.92,6601448.5,0
MGYG000002026,LCOG0515,170887419,0,173367394,97502652,0,150573422,204849455,138840151,139759521,0,139553798,0
MGYG000002026,LCOG0518,37760495,0,26157522,6086059,17382264,257404,0,6594816,4577221,0,27709614,0
MGYG000002026,LCOG0519,37760495,0,26157522,6086059,17382264,257404,0,6594816,4577221,0,27709614,0
MGYG000002026,LCOG0522,115901944.3,4222369,91915236.67,26963257.5,6654577.728,28777771.33,38642786,61881766.33,29188267,10309831.66,66311967.67,28380751
MGYG000002026,LCOG0535,13949783.4,15256333.7,26610784.67,31293660.75,6555510.393,31926333.83,47341956.33,35011091.2,37717243,8730847.799,27344743.29,37352774.8
MGYG000002026,LCOG0542,1121018369,380185895.8,996655812.5,320435978,906389894.6,516774201.2,520040122.5,335352985.4,409261053,419762664,1081109006,407231647.7
MGYG000002026,LCOG0543,249766184.2,185772988.9,285718171.2,62211990.36,101089342.5,454700816.6,228856669.8,211278194.7,42495308.69,128759475.4,396837064.6,285501853.5
MGYG000002026,LCOG0569,53911007,41121865,50883295,0,28514034,0,0,48717777,0,27507157.18,48945739,0
MGYG000002026,LCOG0607,420328049.4,190611029.3,252019935.5,450368562,146480810,348809988,255453545,204908384,369303895.5,167639724.5,212942860.4,85354718
MGYG000002026,LCOG0620,725963559,0,509612098,203540054.5,515295,437264114.8,167925565,371036989.5,592866187.8,0,1096146350,1652480717
MGYG000002026,LCOG0636,9504227,25559460.06,9074548,0,27026991,0,0,0,0,106374136,8014173,0
MGYG000002026,LCOG0674,130780435,39296416,159546887,16612007,37124638,261977571,116980879,93230080.5,52772205.22,66717331.17,389499499,77622531.57
MGYG000002026,LCOG0683,13480126,0,10370408,3705695,7648637,7275518,8114629,6912670,4772975,0,7385336,637280
MGYG000002026,LCOG0702,268286132.8,306530574.1,264554503,154368355.6,245722943.7,401260575.4,434345929.6,188879027.1,201336556.1,276038417.6,604442298.6,476950373.8
MGYG000002026,LCOG1013,295974751,67992317.12,402080617.5,81547735.37,79554962.73,156197748.2,198816227.9,394656965,135021772.6,105881265.6,344549825.5,119908547.36000001
MGYG000002026,LCOG1014,20065489,0,22851844,10856075,0,28647569,74377710,35441266,38841460,0,16218714,32495041.57
MGYG000002026,LCOG1028,2393436503,2962553470,2480216342,1335155306,2301363330,2305934251,2427753552,1711753706,1381074181.6999998,2333925987,2533810662,1932372144
MGYG000002026,LCOG1038,529329772,2063695449,304089944,58944869,1702554112,315410453,147758223,166067790,61484934,1633542773,593046515,111969417
MGYG000002026,LCOG1053,248954732,20760928,344022623,400093448,5793102,515420400,790251268,496743811,219997339,10064417,304633332.3,604204495
MGYG000002026,LCOG1123,55886746,33144274,29103487,26971870,17949470,142472038,59416426,31747078,21310828,28356838,50008444,108203932
MGYG000002026,LCOG1143,31119311.33,80151569.98,50493557.53,9451639,66801234.46,22474541,16041009,22460728.25,18063451,71566777.04,24341766.8,19741607
MGYG000002026,LCOG1144,20065489,0,22851844,10856075,0,28647569,74377710,35441266,38841460,0,16218714,32495041.57
MGYG000002026,LCOG1155,461056157.2,415045570.3,423835518.8,214155189.8,309788530.2,1170390505,1033354308,404246229.7,286338777.5,423867201,781098568.7,1151012980
MGYG000002026,LCOG1156,21481773.52,7850393.25,264011565.6,11853981.83,152204274.8,25010447.58,39032260.67,27645052.93,15961673.5,12940241.87,39843594.51,9481016.583
MGYG000002026,LCOG1249,4250733863,2091357176,4525981479,2119218385,2110248049,4403031859,4127845457,4087072003,2022575617,2636047110,4598580308,4423496599
MGYG000002026,LCOG1328,184928259.95999998,35764476.28,273762521,154873085,66442670,281761561,309398676,206350629,166069600,49189388.24,416277634,195950921
MGYG000002026,LCOG1390,3923077.562,2812888.5,2199634.75,10687687.5,5032370.791,844171.5,13288772,19190541,8165641,394769,8804955.5,8120101
MGYG000002026,LCOG1433,4846243.539,88220.5,8040597.527,1722698.111,55071.33333,5773262.849,3475420.75,1918474.25,2825583.778,865132.5,3566324.125,2187700.333
MGYG000002026,LCOG1544,25606430.42,8050774.341,18250475,1827751.5,6776607.546,16063372.28,18283249.3,11137651.45,18296261.4,11071268,17512511.83,4479590.889
MGYG000002026,LCOG1638,78611944,1735841,10664900,4917658,5029720,17294796,5572292,10472915,11221255,6678278,9098295,100215657
MGYG000002026,LCOG1653,6589289,14036970,48685981,0,55653725,0,0,30238048,0,65930621.56,0,0
MGYG000002026,LCOG1744,90010510.64,36310153.2,115669177.6,34840051.38,44765712.31,92218370,68397386.58,44643107.88,75837539.5,32422937.49,63703520.58,66843231.19
MGYG000002026,LCOG1804,1874470650,1251847544,2357125461,1436711447,905994786.6,2179461886,2435888720,2032506097,1483327335,1144978347,1595358487,1721911531
MGYG000002026,LCOG1866,143565778,46993331.1,121290525,0,0,0,0,0,0,10633307,129728549,0
MGYG000002026,LCOG1893,424765985.2,462098905.8,447702950.1,126232375.9,399262945.2,603987736.6,339320242.8,397420000.4,159153548.6,398973879.1,412512064.1,352373370.4
MGYG000002026,LCOG1894,1406758522,238624780.9,1395710960,1265913404,200021800.5,1784863005,1093628417,1395879378,1093951462,241643121.7,1369838459,1355008674
MGYG000002026,LCOG1902,4250733863,2091357176,4525981479,2119218385,2110248049,4403031859,4127845457,4087072003,2022575617,2636047110,4598580308,4423496599
MGYG000002026,LCOG1961,122371271.6,83692090,137210973.3,114731060.3,71830823.4,64235736,83044573.2,91683049.8,114625275.3,63245340.5,63091104.2,64606812.7
MGYG000002026,LCOG2025,14907774,9761337,15140606,0,9036105,0,0,10975615,0,9850929.569,10732438,0
MGYG000002026,LCOG2033,10701606,1018070,11534869.33,5504327.5,10052451.85,36554379,25750830,16702870,6947019.5,12885267,2988372.333,36138301
MGYG000002026,LCOG2086,263112243,225047,88344075,29192702,17457447.72,44825356,40266256,110821223,40083715,7429822,76474269,53386579
MGYG000002026,LCOG2145,7444851,8015643,4447492,0,5350997.036,0,0,4253349,0,7507605,6592343,0
MGYG000002026,LCOG2176,429961116,1550869111,477646651,0,1083445530,1421907,0,325158208,0,1265951941,512495918,652287323
MGYG000002026,LCOG2247,51114883,143811043,57103074.65,45626529,66593859,15982635,118646180,20841493,30222734,33951989,30542189,111656299
MGYG000002026,LCOG2759,14815884.67,1501589.891,12616899.33,7359626,3245168.412,14120561,27125155,18223556,20153316,1400082.932,16453443,15768249
MGYG000002026,LCOG2768,1406193160,195626671.1,1395185090,1265913404,199803994.5,1695614580,1093628417,1394955734,1092891047,241643121.7,1362770870,1268526679
MGYG000002026,LCOG2815,170887419,0,173367394,97502652,0,150573422,204849455,138840151,139759521,0,139553798,0
MGYG000002026,LCOG2878,1437877833,318776350.9,1446204518,1275365043,266823035,1807337546,1109669426,1418340106,1112014913,313209898.7,1394180226,1374750281
MGYG000002026,LCOG3411,1406758522,238624780.9,1395710960,1265913404,200021800.5,1784863005,1093628417,1395879378,1093951462,241643121.7,1369838459,1355008674
MGYG000002026,LCOG3459,43699840,120561490.9,64005418,0,86568444,0,0,0,0,122896966,73189874,0
MGYG000002026,LCOG3631,818246428,507918009.5,753747373.3,204411208.9,468927874.6,705492092.4,491473534.1,495445464.3,298977891.1,662891743.7,814010682.2,533762930.2
MGYG000002026,LCOG3839,1102953049,18331305,610664883.2,1062097595,55534503.67,1043494041,804494363.2,606163067.5,525627067.3,22763876.33,1107305441,1154509624
MGYG000002026,LCOG3976,248954732,20760928,344022623,400093448,5793102,515420400,790251268,496743811,219997339,10064417,304633332.3,604204495
MGYG000002026,LCOG4656,2163322,0,2025805,503150,41660,3589687,334040,784846,6444452,0,1373557,7668000
MGYG000002027,6UAA1,5835442,0,9076116,15983564,0,12759506,20656509,15920423,8921059.85,0,4804435,14081433.67
MGYG000002027,LCOG0050,180767503.2,107709714,239664760,158865724.2,54275914,206483659.5,282410994.6,233554082.5,197728534,67324825,255692340,247108942.1
MGYG000002027,LCOG0059,106731547,0,240721725,192765463,0,196647777,245288806,176135581,151771531,0,296581187,257417487
MGYG000002027,LCOG0086,455985219,0,386860537,517585034.4,172306,645342587.7,1179397585,743447153,716387137,148376,428544437,1004604624
MGYG000002027,LCOG0188,241192438,0,298706095,335146733,0,385329730,421646002,391663940,245632385,0,468147375,480375342
MGYG000002027,LCOG0232,711678842,0,650553777,801683195,145743931,245179051,1174602467,857655536,837163656,0,745484348,952941223.8
MGYG000002027,LCOG0305,723881074,491019638,826138596,1324831962,383752563,990170985.7,872777895,965136374.3,991440068.5,459656902,971172470,1369345042
MGYG000002027,LCOG0334,38272012,0,54212709,48732233,338803,60018734.57,49932754,26654091,38027080,0,28089856,31093441
MGYG000002027,LCOG0466,7347862,0,10736226,8194509,0,36658897,19519407,16412528.06,16168710,1114493,54081945,46229771
MGYG000002027,LCOG0480,0,0,0,0,0,0,0,0,0,0,0,11250658.75
MGYG000002027,LCOG0695,46359635.25,73056723,90957799,80972426,58625316,60136347,44771291.5,72610754,103521369,66196552,48179340.5,39062828
MGYG000002027,LCOG0822,771964,0,2621530,2326175,0,0,615365,11470983,10951404,0,0,0
MGYG000002027,LCOG1012,8400682,0,6853102,0,0,0,0,4723418,142606,0,526655,0
MGYG000002027,LCOG1217,18487919,0,18174189,14686491,0,18297415,10110027,16482899,10699089,0,13482672,12871982
MGYG000002027,LCOG1328,46359635.25,73056723,90957799,80972426,58625316,60136347,44771291.5,72610754,103521369,66196552,48179340.5,39062828
MGYG000002027,LCOG1454,8400682,0,6853102,0,0,0,0,4723418,142606,0,526655,0
MGYG000002027,LCOG1592,64674681,639252,120226283.7,131345060,0,135863964.7,260189092,174631158.2,95728809,0,76421534.33,169414189
MGYG000002027,LCOG1695,1605455079,0,3101867491,3942161598,0,52751213,64375271,46659276,2319047575,0,2072664192,88527779
MGYG000002027,LCOG3118,2743634,0,110181,2943992,0,10139782.23,4962617,413623,293967,0,7975704,0
MGYG000002027,LCOG5016,30034671,0,19710736.67,36959443,0,54996373,90766655.67,55514325,35743764,0,28733114,76143562
MGYG000002030,LCOG0188,402523207,0,544520537,526661550,101939997,754034241,639783985,427984912.1,414289235,163466305,483904530,604271492
MGYG000002030,LCOG0542,1194533934,859623712,1378404024,977636884,559022473,1715866814,1658515890,1332985443,1103644504,600399072,1312584440,1624082274
MGYG000002030,LCOG1012,47647229,0,979010,0,0,15056507,13295815,1942476,0,0,5085702,0
MGYG000002030,LCOG1185,289178473,0,223103233,211064765,120846334,398593232,418213128,286907071,206059849,0,307683937,323602345.2
MGYG000002030,LCOG1454,47647229,0,979010,0,0,15056507,13295815,1942476,0,0,5085702,0
MGYG000002030,LCOG3525,20116284,0,10727404,23196478,2509174,235842023,322438889,14425365,25940607,0,116957715,200520307.2
MGYG000002030,LCOG3839,156257852,0,177946640,109260301,38912466,268629953,186987076,137384104.7,127294208,34783635,136511649,190221578
MGYG000002031,LCOG0050,0,0,0,0,287100,164027258,208231438,270148.5,276201,0,97756985.5,110709994.2
MGYG000002031,LCOG0674,1336273428,478385606,1800853231,1812740489,172611025,2633929980,2991785776,1930016275,1272690088,434258602,1512073574,1520745825
MGYG000002031,LCOG1013,1336273428,478385606,1800853231,1812740489,172611025,2633929980,2991785776,1930016275,1272690088,434258602,1512073574,1520745825
MGYG000002031,LCOG1014,1336273428,478385606,1800853231,1812740489,172611025,2633929980,2991785776,1930016275,1272690088,434258602,1512073574,1520745825
MGYG000002031,LCOG1053,104074601,0,104664553,176002995,3106985,231256621,218450060,151045416,86244650,0,101113294,187359088
MGYG000002031,LCOG1144,1336273428,478385606,1800853231,1812740489,172611025,2633929980,2991785776,1930016275,1272690088,434258602,1512073574,1520745825
MGYG000002031,LCOG3857,0,0,0,641170,0,17914288,24740279,0,1456372,0,17989480,24912425.17
MGYG000002033,LCOG0480,0,0,1154241,0,0,0,0,0,2814025.955,0,0,0
MGYG000002033,LCOG0673,14234254,0,9798567,10241891,0,21579955,24557383,10671224,10692855,0,9558727,10110172
MGYG000002036,LCOG0057,0,0,0,4958300,0,0,0,0,0,0,0,0
MGYG000002036,LCOG0653,91478411,0,78361348,59067079,0,67754783,72091163,53564436,79619989,0,87705907,35462563
MGYG000002039,LCOG0057,32011022,0,46472934,23920986,0,75162996,67627245,38956490,35095122,0,68759044,44916533
MGYG000002039,LCOG0674,14621004,0,11819164,4499991,0,36877642,20553361,19056225,8000078,0,9802701,10712451
MGYG000002039,LCOG1013,14621004,0,11819164,4499991,0,36877642,20553361,19056225,8000078,0,9802701,10712451
MGYG000002039,LCOG1014,14621004,0,11819164,4499991,0,36877642,20553361,19056225,8000078,0,9802701,10712451
MGYG000002039,LCOG1149,14621004,0,11819164,4499991,0,36877642,20553361,19056225,8000078,0,9802701,10712451
MGYG000002039,LCOG1473,72882484,0,57137909,64654721,0,39387655,68770672,65304232,64989026,0,35558151,22500685
MGYG000002039,LCOG1493,41387418,0,60409092,16250412,0,57640562,36628794,22518492,16320736,0,83130573,47255556
MGYG000002040,6XJRK,4963717,42087268,9245325,4831461,2125774,12636082,4885629,3136133,0,9714721,14805390,6865550
MGYG000002040,75K31,18151558,2624808,10303915,25279075,0,40528661,16807157,13711555,26557805,469987,23330199,39927715
MGYG000002040,775TI,14115607.55,39654233.17,10335651.5,605737.5,15078579.6,5052950.179,4875630,4099904,2754098.125,19719073,15224328.47,990420.125
MGYG000002040,LCOG0055,0,0,0,0,27732530,0,0,1138372,0,29149268,0,0
MGYG000002040,LCOG0060,5116453,0,7085905,4075270,714139,9306752,3959942,3539781,3032493,960611,6462588,3119292
MGYG000002040,LCOG0191,45503106,0,52912955,98673578,0,73547939,89138971,69230202,64285138.38,0,38599643,1048360
MGYG000002040,LCOG0216,88407638,0,75552389,68889721,0,124020111,169741616,118676331,77223390,0,90568125,89766129
MGYG000002040,LCOG0249,19103472,0,15854237,23359283,0,30878700,33488114,20018311,16142569,0,11918884,25529576
MGYG000002040,LCOG0264,3171005,0,1133514,10635154,0,11007,1214390,9044888.531,314106,634892,14988485,0
MGYG000002040,LCOG0370,35909001,0,23371662,50498631,10393954.5,15417931,12667440,34712248,41715997,1790448.5,9499428,6241986
MGYG000002040,LCOG0448,26679162.87,18053482.5,97190898,32625271.5,17923320,22532846,139894673.5,83468783,84320404,31717250.5,112498670,54674173.5
MGYG000002040,LCOG0458,35315849.62,6226015,39421128,45914463,7918225.5,50496750.45,72884304,55105377,30964052,10692996,34644256,74757658
MGYG000002040,LCOG0459,10818848,20601145.8,7909185,0,24516379,0,0,0,0,27080831,13210686,0
MGYG000002040,LCOG0542,32168290,0,43130161,30419336,0,50947470,37040642.5,30193414.51,27078517,0,24070226,0
MGYG000002040,LCOG0674,262339767.1,191855974,277155058.5,214994224.8,40109517,281904448.8,267280665.7,286799615.8,140631772.8,94023070,287573679.7,132999729.3
MGYG000002040,LCOG0813,3684670.75,6361346,3931602,6250728,5688047.241,4870054.75,2469921,868824,6835288,4662714.75,4052022.5,2792719.25
MGYG000002040,LCOG1013,262339767.1,191855974,277155058.5,214994224.8,40109517,281904448.8,267280665.7,286799615.8,140631772.8,94023070,287573679.7,132999729.3
MGYG000002040,LCOG1014,262339767.1,191855974,277155058.5,214994224.8,40109517,281904448.8,267280665.7,286799615.8,140631772.8,94023070,287573679.7,132999729.3
MGYG000002040,LCOG1053,98533680.57,101551996.4,91148054.88,103726995.5,56424924,241920755.8,103370450.9,105370669.8,89452939.33,68464789.8,150340719.4,18143122.5
MGYG000002040,LCOG1132,202009511,0,254241532,280283610,0,363000583,475078970,327148340,244299462,0,185547823,394392538
MGYG000002040,LCOG1144,262339767.1,191855974,277155058.5,214994224.8,40109517,281904448.8,267280665.7,286799615.8,140631772.8,94023070,287573679.7,132999729.3
MGYG000002040,LCOG1250,0,0,0,0,0,7157011,0,0,0,0,0,0
MGYG000002040,LCOG1592,16954286,33300557,23928846,15747868,42737452,6713091,31863769,32470346,21286454,37999252,12780435,13127926
MGYG000002040,LCOG1653,135093961.7,31628234,113236544.1,135715536.92000002,55154229.75,130320447.36999999,181112200.6,140865702.9,105930296.9,41921212,131563232.1,56118307.16
MGYG000002040,LCOG1883,365221602,0,343970515,43773466,0,584036825,679770055,606097629,272561608,0,643041574,13438620
MGYG000002040,LCOG1904,9584043.997,5803241,12487097,47517504,2830255,6536518,17952556,32508039,25164645,3487667,2336993,393119
MGYG000002040,LCOG1960,91255179.95,60151301.74,88415352.86,54996692.22,22287412.84,139725351,88947532.66,54427823.41,80860900.41,43017172.61,74432058.97,127056566.1
MGYG000002040,LCOG1975,0,0,0,1818004772,1179853475,3410177597,0,0,2073903407,0,0,0
MGYG000002040,LCOG2414,253716344.3,290091625.1,235936824.2,319285702.4,182371092.3,299051742,280689225.4,251329732.6,261299371.5,215717353.3,241535001.5,315918269.6
MGYG000002040,LCOG3839,71951418,43841494,68643232,78605702,81147981,53357093.12,21970160.2,67019569,49434474,56598909,68779939,208150743
MGYG000002040,LCOG4166,115809050,0,127573190,182228274,137426669,158806435,129407904,107267497.5,73618684,122999446,123919152,116888942
MGYG000002040,LCOG4231,4963717,42087268,9245325,4831461,2125774,12636082,4885629,3136133,0,9714721,14805390,6865550
MGYG000002044,LCOG0050,257403654,0,254543083,282954049,72025363,342422859,364346805,304008411,306102013,0,294600128,409631878
MGYG000002044,LCOG0554,14242206,0,15329520,12851447,42824089,44156466,33300234,2103622,10018249,0,26589598,17919373
MGYG000002047,6XJRK,384417827,0,133761696,258259606,0,156908063,206093681,178298568,211181107,0,186023835,156045338
MGYG000002047,775TI,122970416,0,67932505.5,95651541.5,24627520,123925565,72358668.5,65852133.5,77113576.5,22613352,30015056,16907640
MGYG000002047,LCOG0050,27947428,0,21913837,25431561,0,4877649,31494591,26536807,23416637,0,1029557,2812574
MGYG000002047,LCOG0258,365798140,192522071,542985940,396387115,236025313,631191207,1163812656,679363637,2982210,324917974,679517993,379191013
MGYG000002047,LCOG0653,73093639,0,26722846,116785909,0,2415396,165588301,195724383,2828925,0,146650614,379278
MGYG000002047,LCOG0749,365798140,192522071,542985940,396387115,236025313,631191207,1163812656,679363637,2982210,324917974,679517993,379191013
MGYG000002047,LCOG1454,233118,0,0,1225679,0,0,498752,159556,593387,0,361375,1184658
MGYG000002047,LCOG2878,384417827,0,133761696,258259606,0,156908063,206093681,178298568,211181107,0,186023835,156045338
MGYG000002047,LCOG3940,67327529,108473738,73786203,51628410,52247958,29329738,73080146,52828228,52754926,50956585,27604904,32427058
MGYG000002057,LCOG0057,459505693,20099010,118140706,0,57576456,0,0,278387,0,58871945.2,562563478,0
MGYG000002057,LCOG0335,4424305,14498338.33,3903300,0,16359260,0,0,1513514,0,15418929.7,4628206,0
MGYG000002057,LCOG0541,1572356464,979368518,2021156636,0,652109246,0,0,2234611538,0,506946171.9,2081573996,0
MGYG000002057,LCOG0674,101222671,102756960.4,153038426,0,130466593,0,0,150920391,0,89474329.82,116601107.5,0
MGYG000002057,LCOG1013,101222671,102756960.4,153038426,0,130466593,0,0,150920391,0,89474329.82,116601107.5,0
MGYG000002057,LCOG1014,101222671,102756960.4,153038426,0,130466593,0,0,150920391,0,89474329.82,116601107.5,0
MGYG000002057,LCOG1144,101222671,102756960.4,153038426,0,130466593,0,0,150920391,0,89474329.82,116601107.5,0
MGYG000002057,LCOG1185,270104,8640147.792,849340,0,1514491,0,0,0,0,1033475,4571291,0
MGYG000002057,LCOG1960,41449249,161571602,35289235,0,98731500,0,0,20284884,0,100889698.6,28531402,0
