Genome,OG,DC.M.48.1,DC.H.48.1
MGYG000000301,LCOG0078,23796595,0
MGYG000000301,LCOG0087,117199699.5,8542701
MGYG000000301,LCOG0091,52357203.17,27787059.83
MGYG000000301,LCOG0093,82486463.56,67546887.25
MGYG000000301,LCOG0104,36257128.16,4630634.041
MGYG000000301,LCOG0107,105220446.3,59851437
MGYG000000301,LCOG0112,469031537.5,181473929.5
MGYG000000301,LCOG0113,127863863.2,19787754.33
MGYG000000301,LCOG0116,43042492,0
MGYG000000301,LCOG0126,445191522.2,65052961.25
MGYG000000301,LCOG0136,235478658.8,147014671
MGYG000000301,LCOG0137,137590340.8,1780570.833
MGYG000000301,LCOG0138,400326736.2,20819612.4
MGYG000000301,LCOG0139,105220446.3,59851437
MGYG000000301,LCOG0140,105220446.3,59851437
MGYG000000301,LCOG0149,338331869,34429802.4
MGYG000000301,LCOG0151,25525283.08,2921728
MGYG000000301,LCOG0166,58057630.84,8288180
MGYG000000301,LCOG0171,179515138.6,85682240
MGYG000000301,LCOG0172,113590452,49935546.75
MGYG000000301,LCOG0173,1866650,0
MGYG000000301,LCOG0180,52565248,0
MGYG000000301,LCOG0185,4279987.782,59234286
MGYG000000301,LCOG0192,38819072.13,22448128.2
MGYG000000301,LCOG0198,137763824.4,9297616.667
MGYG000000301,LCOG0203,1202756548,376789171.2
MGYG000000301,LCOG0205,67705492.63,15531074.5
MGYG000000301,LCOG0215,38603567.56,110018999
MGYG000000301,LCOG0228,26973446,0
MGYG000000301,LCOG0233,11553928,689128
MGYG000000301,LCOG0234,35666020.57,16010368.37
MGYG000000301,LCOG0235,285532,0
MGYG000000301,LCOG0244,37177731,0
MGYG000000301,LCOG0264,154757693.6,12799212.67
MGYG000000301,LCOG0272,0,0
MGYG000000301,LCOG0274,34939407,6343947.072
MGYG000000301,LCOG0280,312432274.9,36308827.28
MGYG000000301,LCOG0281,0,32102195
MGYG000000301,LCOG0282,156961120.5,16554159.79
MGYG000000301,LCOG0284,21894041.14,7537185.11
MGYG000000301,LCOG0296,138423757.9,257911667.7
MGYG000000301,LCOG0317,6840234,0
MGYG000000301,LCOG0326,64354686.27,161590662.8
MGYG000000301,LCOG0366,1310768216,534853439.8
MGYG000000301,LCOG0388,179515138.6,85682240
MGYG000000301,LCOG0402,98434663,56211356.3
MGYG000000301,LCOG0423,102784923.3,27749469.36
MGYG000000301,LCOG0436,71572458,0
MGYG000000301,LCOG0437,411651954.9,1225134467
MGYG000000301,LCOG0443,1483276342,1204583990
MGYG000000301,LCOG0446,7397001125,2024335709
MGYG000000301,LCOG0459,852720771.7,361726118.7
MGYG000000301,LCOG0460,122073834.8,50770973
MGYG000000301,LCOG0466,236590901,0
MGYG000000301,LCOG0468,129621411.5,5700605
MGYG000000301,LCOG0480,323221947.6,62373358.5
MGYG000000301,LCOG0492,703827445.8,552481946.9
MGYG000000301,LCOG0493,576016298.6,791341725.1
MGYG000000301,LCOG0505,20293671,0
MGYG000000301,LCOG0510,1666387303,787395666.6
MGYG000000301,LCOG0515,27584418,0
MGYG000000301,LCOG0516,235281985.7,56738742.7
MGYG000000301,LCOG0517,235281985.7,56738742.7
MGYG000000301,LCOG0518,114574033.5,42446617.49
MGYG000000301,LCOG0519,114574033.5,42446617.49
MGYG000000301,LCOG0522,348935723.3,77567571.73
MGYG000000301,LCOG0523,24524415.8,2348432
MGYG000000301,LCOG0524,82029008,0
MGYG000000301,LCOG0527,83431644.4,58829821.5
MGYG000000301,LCOG0528,1749313974,17177968
MGYG000000301,LCOG0538,1094365253,60247492.08
MGYG000000301,LCOG0544,92896119,1260988
MGYG000000301,LCOG0549,69845799.61,3053371
MGYG000000301,LCOG0554,162052830,12336997
MGYG000000301,LCOG0579,212316095,66860257
MGYG000000301,LCOG0583,964446147,554597709
MGYG000000301,LCOG0593,9552174,9340219
MGYG000000301,LCOG0607,867068711.5,169863179.9
MGYG000000301,LCOG0633,517287602.3,757193780.1
MGYG000000301,LCOG0652,46200707.3,4595963
MGYG000000301,LCOG0653,18584149.17,4532413.617
MGYG000000301,LCOG0656,122622522.9,20660562
MGYG000000301,LCOG0706,380399034.6,144917573
MGYG000000301,LCOG0722,10889659.2,6182800
MGYG000000301,LCOG0745,31490968,0
MGYG000000301,LCOG0747,651665999.2,113375702.8
MGYG000000301,LCOG0821,22275967,16933907.06
MGYG000000301,LCOG0846,372597244,2279785.667
MGYG000000301,LCOG1012,4374429219,992972707.1
MGYG000000301,LCOG1032,26461284,0
MGYG000000301,LCOG1045,21252528,0
MGYG000000301,LCOG1048,271682719.5,7680075
MGYG000000301,LCOG1052,1656563366,435176009
MGYG000000301,LCOG1063,99288210.75,7890870
MGYG000000301,LCOG1080,9983074,1065047
MGYG000000301,LCOG1087,159978270.2,3150298
MGYG000000301,LCOG1102,949385708.5,50852882.2
MGYG000000301,LCOG1109,19353409,3508310.935
MGYG000000301,LCOG1129,40449149.25,16576624
MGYG000000301,LCOG1142,776426409,0
MGYG000000301,LCOG1143,15983418.33,15406060.44
MGYG000000301,LCOG1151,318029667.6,265172278.5
MGYG000000301,LCOG1152,83276816.98,137740957.7
MGYG000000301,LCOG1158,12943717,20118174
MGYG000000301,LCOG1171,38154239.06,10124794.5
MGYG000000301,LCOG1172,309696635.5,170312294.2
MGYG000000301,LCOG1196,887006861,106019474
MGYG000000301,LCOG1209,45009845,4027071
MGYG000000301,LCOG1217,68911993.13,98874449.5
MGYG000000301,LCOG1262,27584418,0
MGYG000000301,LCOG1264,20409369.17,18810163
MGYG000000301,LCOG1297,21064453.13,20685424.35
MGYG000000301,LCOG1307,63973778,1517429
MGYG000000301,LCOG1373,74910219,2612567
MGYG000000301,LCOG1410,1798636299,152094471.9
MGYG000000301,LCOG1454,4245493533,712744766.5
MGYG000000301,LCOG1456,22415751,0
MGYG000000301,LCOG1493,36002356.62,40586215
MGYG000000301,LCOG1529,94446051.65,14959620.25
MGYG000000301,LCOG1610,34988311.8,0
MGYG000000301,LCOG1614,83276816.98,137740957.7
MGYG000000301,LCOG1653,318271614,41527638.18
MGYG000000301,LCOG1744,36258252,78955488.39
MGYG000000301,LCOG1781,83979231.96,3103318.667
MGYG000000301,LCOG1866,678092612.9,114915466.7
MGYG000000301,LCOG1879,949851184.5999999,208966799.9
MGYG000000301,LCOG1882,73927609.57,4726711
MGYG000000301,LCOG1932,473334987.6,262387668.6
MGYG000000301,LCOG2055,758099117.7,12484831
MGYG000000301,LCOG2069,199792594.6,70833750.18
MGYG000000301,LCOG2176,16450301.2,1072137
MGYG000000301,LCOG2221,46081305.5,7104214
MGYG000000301,LCOG2407,84414893.83,105431772.9
MGYG000000301,LCOG2509,345614325,13266684
MGYG000000301,LCOG2759,256448034,9110020
MGYG000000301,LCOG2820,13270533,7176621
MGYG000000301,LCOG2848,1789470987,36526329
MGYG000000301,LCOG2875,100864556.5,0
MGYG000000301,LCOG3363,407694351.4,21769142
MGYG000000301,LCOG3383,593705171.8,811259480.1
MGYG000000301,LCOG3635,51318777.09,10990469
MGYG000000301,LCOG3808,19812579,0
MGYG000000301,LCOG3862,216244772.5,118339235
MGYG000000301,LCOG3958,45772026.01,8093531.013
MGYG000000301,LCOG3968,1167871631,598269301
MGYG000000301,LCOG4086,470697828,14402278
MGYG000000301,LCOG4577,166019887.8,22785284.84
MGYG000000301,LCOG4632,163402849.2,286301924
MGYG000000301,LCOG4656,469423318,219938049.4
MGYG000000301,LCOG4799,89436559,158453
MGYG000000301,LCOG4869,83590736.8,114996488.6
MGYG000000301,LCOG5016,178482411,40109881
MGYG000000301,LCOG5263,212097600,2114326
MGYG000000303,LCOG0050,16056478,0
MGYG000000303,LCOG0093,0,2045900913
MGYG000000303,LCOG0097,29936427,0
MGYG000000303,LCOG0228,195030263,0
MGYG000000303,LCOG0329,73493097,0
MGYG000000303,LCOG0334,41229608,0
MGYG000000303,LCOG0554,133480734,0
MGYG000000304,775TI,20970469,23504093
MGYG000000304,LCOG0050,42295399,0
MGYG000000304,LCOG0056,75908754,47172653
MGYG000000304,LCOG0097,538378248,0
MGYG000000304,LCOG0157,1585080735,0
MGYG000000304,LCOG0185,174993033,127693651
MGYG000000304,LCOG0195,0,0
MGYG000000304,LCOG0200,37574062,13754812
MGYG000000304,LCOG0222,4939054.667,14258525
MGYG000000304,LCOG0542,51484701,47490384
MGYG000000304,LCOG0554,683259134,0
MGYG000000304,LCOG1960,0,0
MGYG000000305,LCOG0098,46030238,0
MGYG000000308,LCOG0334,118573675,0
MGYG000000310,LCOG0059,6008806,3112425
MGYG000000310,LCOG0103,0,4653745.021
MGYG000000310,LCOG0138,64084506,8882460
MGYG000000310,LCOG0281,402523207,115299667.2
MGYG000000310,LCOG1883,200228304.5,212998753.8
MGYG000000310,LCOG1884,0,9560681.115
MGYG000000310,LCOG3185,63979958,48420220
MGYG000000310,LCOG4799,79260002,79386514
MGYG000000311,LCOG0186,8996171,15822917.08
MGYG000000311,LCOG1129,42644374,40572548.26
MGYG000000312,6XJRK,33778823,1269124523
MGYG000000312,738MH,146336,3553307.593
MGYG000000312,75K31,487885837,332699623
MGYG000000312,LCOG0183,45786152,61490217
MGYG000000312,LCOG0187,10992785,0
MGYG000000312,LCOG0202,2269635,0
MGYG000000312,LCOG0326,6140194,0
MGYG000000312,LCOG0441,36878966,0
MGYG000000312,LCOG0468,42973663,0
MGYG000000312,LCOG0489,124893127,19306909
MGYG000000312,LCOG0516,126879134,0
MGYG000000312,LCOG0517,126879134,0
MGYG000000312,LCOG0674,62780490,0
MGYG000000312,LCOG0722,632103350,0
MGYG000000312,LCOG1013,62780490,0
MGYG000000312,LCOG1014,62780490,0
MGYG000000312,LCOG1024,0,0
MGYG000000312,LCOG1087,17552514,8384328.462
MGYG000000312,LCOG1109,1374894,0
MGYG000000312,LCOG1143,62780490,0
MGYG000000312,LCOG1149,62780490,0
MGYG000000312,LCOG1185,0,0
MGYG000000312,LCOG1250,5227061,16311192.5
MGYG000000312,LCOG1264,146336,3553307.593
MGYG000000312,LCOG1653,0,36695645.34
MGYG000000312,LCOG1898,29187936.5,8076254
MGYG000000312,LCOG2086,10735518,0
MGYG000000312,LCOG3363,0,0
MGYG000000312,LCOG3839,292704002.8,1298935678
MGYG000000312,LCOG4231,33778823,1269124523
MGYG000000312,LCOG4716,42263836,69056812
MGYG000000315,775TI,10487943,0
MGYG000000315,LCOG0050,1720511161,1131872752
MGYG000000315,LCOG0087,95973765,0
MGYG000000315,LCOG0103,102034016,0
MGYG000000315,LCOG0480,38975448,73726059
MGYG000000315,LCOG0658,142631019,137585213
MGYG000000315,LCOG0860,59443939,0
MGYG000000315,LCOG1012,183647026,6661995
MGYG000000315,LCOG1454,183647026,6661995
MGYG000000315,LCOG2333,142631019,137585213
MGYG000000315,LCOG3706,300496721,0
MGYG000000315,LCOG3920,300496721,0
MGYG000000316,775TI,18691563,0
MGYG000000316,LCOG0086,60552349.33,75696498
MGYG000000316,LCOG0203,1029566086,0
MGYG000000316,LCOG0480,3276680.333,0
MGYG000000316,LCOG0563,789155553,0
MGYG000000316,LCOG0740,1800323,0
MGYG000000316,LCOG0822,267945714,57048029
MGYG000000316,LCOG1012,26363203,0
MGYG000000316,LCOG1132,109975488,0
MGYG000000316,LCOG1185,74424240,0
MGYG000000316,LCOG1454,65630986,0
MGYG000000316,LCOG1882,557332240,0
MGYG000000316,LCOG2407,6261871,0
MGYG000000318,738MN,37587964,0
MGYG000000318,LCOG0148,0,0
MGYG000000318,LCOG0187,62065604,0
MGYG000000318,LCOG1418,37587964,0
MGYG000000319,738MN,148785478,0
MGYG000000319,LCOG0251,1052187,0
MGYG000000319,LCOG0480,60957819,0
MGYG000000319,LCOG0554,110575384,0
MGYG000000319,LCOG0579,77772766,0
MGYG000000319,LCOG0674,18327454,0
MGYG000000319,LCOG0822,89547811,0
MGYG000000319,LCOG1013,18327454,0
MGYG000000319,LCOG1014,18327454,0
MGYG000000319,LCOG1077,9693407,0
MGYG000000319,LCOG1144,18327454,0
MGYG000000319,LCOG1418,148785478,0
MGYG000000319,LCOG1484,30261619,0
MGYG000000319,LCOG1592,24297728,0
MGYG000000319,LCOG2025,75515858,0
MGYG000000319,LCOG2876,685781,0
MGYG000000323,LCOG0050,0,0
MGYG000000323,LCOG0059,5707297,627155
MGYG000000323,LCOG0100,35509590,0
MGYG000000323,LCOG0148,0,0
MGYG000000323,LCOG0459,117300330,98146542
MGYG000000323,LCOG0737,562893396,296473692
MGYG000000323,LCOG1156,143476796,1600060
MGYG000000323,LCOG1924,59661618,1537008
MGYG000000323,LCOG3580,59661618,1537008
MGYG000000323,LCOG3581,59661618,1537008
MGYG000000338,LCOG0084,23539118,0
MGYG000000338,LCOG0264,5651166.5,0
MGYG000000338,LCOG0554,2017757830,0
MGYG000000338,LCOG1866,321249811.3,0
MGYG000000344,7292E,4348930,83052516.46
MGYG000000344,775T2,36667987,0
MGYG000000344,LCOG0126,200876252,0
MGYG000000344,LCOG0197,83739825.5,0
MGYG000000345,LCOG0050,466453422,0
MGYG000000345,LCOG0086,3513935,0
MGYG000000345,LCOG1957,57607430,0
MGYG000000345,LCOG5377,1757844589,0
MGYG000000347,LCOG0008,162490148.9,132645
MGYG000000347,LCOG0050,9271821.071,28292471
MGYG000000347,LCOG0822,5348152.208,0
MGYG000000347,LCOG1012,87104720,30371154
MGYG000000347,LCOG1104,36548328.23,21219685
MGYG000000347,LCOG1454,87104720,30371154
MGYG000000347,LCOG1866,42501582,13765133
MGYG000000349,775TI,65061063,0
MGYG000000349,LCOG0048,15846367,0
MGYG000000349,LCOG0050,280838472,0
MGYG000000349,LCOG0088,47967631,0
MGYG000000349,LCOG0199,120784186.5,134480839
MGYG000000349,LCOG0371,49048676,0
MGYG000000349,LCOG0443,194856756,35792105
MGYG000000349,LCOG1592,91192514,0
MGYG000000349,LCOG3255,25307241,0
MGYG000000354,LCOG0222,40108459,0
MGYG000000354,LCOG0224,0,0
MGYG000000354,LCOG1592,7084639,902349
MGYG000000354,LCOG1629,79137866,0
MGYG000000354,LCOG2911,49589361,0
MGYG000000358,LCOG0050,76622434,0
MGYG000000358,LCOG0532,786274605,0
MGYG000000362,LCOG0459,108776802,0
MGYG000000362,LCOG1185,142004477,0
MGYG000000364,LCOG0031,11538163,26806297.41
MGYG000000364,LCOG0091,14208478,32465085
MGYG000000364,LCOG0102,21308381,3591437
MGYG000000364,LCOG0228,225950727,9081406
MGYG000000364,LCOG0292,35115014,11834940
MGYG000000364,LCOG1193,65402875,0
MGYG000000366,LCOG0459,0,0
MGYG000000366,LCOG0674,1225708457,0
MGYG000000366,LCOG1013,1225708457,0
MGYG000000366,LCOG1014,1225708457,0
MGYG000000366,LCOG1144,1225708457,0
MGYG000000366,LCOG1196,2119060,0
MGYG000000367,LCOG0008,7093780,0
MGYG000000367,LCOG0178,4743308,0
MGYG000000367,LCOG0334,602039854.2,0
MGYG000000367,LCOG0459,0,0
MGYG000000367,LCOG0674,0,0
MGYG000000367,LCOG0766,56943,0
MGYG000000367,LCOG1013,0,0
MGYG000000367,LCOG1014,0,0
MGYG000000367,LCOG1109,599918042,374383419
MGYG000000367,LCOG1144,0,0
MGYG000000367,LCOG1164,276887191.3,3495985
MGYG000000367,LCOG1592,188653272,0
MGYG000000367,LCOG2759,102653088,55641557
MGYG000000368,775TI,9953656,0
MGYG000000368,LCOG0050,566335,14123259.5
MGYG000000368,LCOG0080,498767492,127757056
MGYG000000368,LCOG0102,0,263330497.5
MGYG000000368,LCOG0216,417645748,0
MGYG000000368,LCOG0370,0,0
MGYG000000368,LCOG0443,177776347,15585132.48
MGYG000000368,LCOG0459,345903,266111
MGYG000000368,LCOG0516,527886,367650
MGYG000000368,LCOG0517,527886,367650
MGYG000000368,LCOG1155,16794184,0
MGYG000000368,LCOG1660,20156272,0
MGYG000000368,LCOG1744,34340123,0
MGYG000000371,75K31,143086381,0
MGYG000000371,LCOG0046,31802551,0
MGYG000000371,LCOG0047,31802551,0
MGYG000000371,LCOG0048,441372161.6,3912853
MGYG000000371,LCOG0057,20941648,0
MGYG000000371,LCOG0078,46632409,0
MGYG000000371,LCOG0086,31425508,0
MGYG000000371,LCOG0151,0,0
MGYG000000371,LCOG0190,11525788,0
MGYG000000371,LCOG0192,33176384,273965862
MGYG000000371,LCOG1135,113711597,375330
MGYG000000371,LCOG1156,261946950,0
MGYG000000371,LCOG1190,247699517.3,215786825
MGYG000000371,LCOG1464,55261762,0
MGYG000000371,LCOG1484,194033028,0
MGYG000000371,LCOG1904,465951,0
MGYG000000371,LCOG2176,0,0
MGYG000000371,LCOG5841,1066387681,0
MGYG000000372,LCOG0480,0,0
MGYG000000373,6XJR8,27817567,63912307
MGYG000000373,775TI,0,0
MGYG000000373,LCOG0050,17050982,0
MGYG000000373,LCOG0086,306956417,0
MGYG000000373,LCOG0093,31885853,0
MGYG000000373,LCOG0141,149988,0
MGYG000000373,LCOG0370,49054906,0
MGYG000000373,LCOG0443,25307241,10761265
MGYG000000373,LCOG0495,18921291,0
MGYG000000373,LCOG0516,100147039,0
MGYG000000373,LCOG0517,100147039,0
MGYG000000373,LCOG0568,3548993,0
MGYG000000373,LCOG0674,45338981,0
MGYG000000373,LCOG0726,26304178,0
MGYG000000373,LCOG1013,45338981,0
MGYG000000373,LCOG1014,45338981,0
MGYG000000373,LCOG1132,0,0
MGYG000000373,LCOG1144,45338981,0
MGYG000000373,LCOG1918,49054906,0
MGYG000000374,LCOG0050,37649288,0
MGYG000000374,LCOG0100,75811379,55219144
MGYG000000374,LCOG0674,7698208,5739466
MGYG000000374,LCOG0822,4714279,15572135.47
MGYG000000374,LCOG1013,7698208,5739466
MGYG000000374,LCOG1014,7698208,5739466
MGYG000000374,LCOG1143,7698208,5739466
MGYG000000382,LCOG0050,15464727,0
MGYG000000382,LCOG1131,56873649,0
MGYG000000389,LCOG0126,0,7205033
MGYG000000389,LCOG0244,2151113,0
MGYG000000389,LCOG0451,112129386,215999479
MGYG000000389,LCOG0535,111431,9322970
MGYG000000389,LCOG0549,13746362,72760361
MGYG000000389,LCOG0576,20492542,16057834
MGYG000000389,LCOG1129,3806336,0
MGYG000000389,LCOG1250,27085709,57815313
MGYG000000389,LCOG1344,16800658,103580707
MGYG000000389,LCOG1799,85034480,4612981
MGYG000000389,LCOG1866,0,749964
MGYG000000389,LCOG1882,18015418,0
MGYG000000389,LCOG1960,0,0
MGYG000000389,LCOG2025,17511850,98206988
MGYG000000389,LCOG2089,66001508.33,118007104
MGYG000000389,LCOG4799,13373354,52941483
MGYG000000392,6XJRK,11712028,2343178
MGYG000000392,738MN,0,3481273
MGYG000000392,LCOG0115,5900993,0
MGYG000000392,LCOG0436,112655183,192166655
MGYG000000392,LCOG1074,42861553,89105445
MGYG000000392,LCOG1190,0,5664385
MGYG000000392,LCOG1418,0,3481273
MGYG000000392,LCOG1592,35737155,0
MGYG000000392,LCOG2759,45797102,0
MGYG000000392,LCOG3383,11712028,2343178
MGYG000000395,775TI,19155538,483375
MGYG000000395,LCOG0099,37157680,0
MGYG000000395,LCOG0197,778938,0
MGYG000000395,LCOG0370,80032368,0
MGYG000000395,LCOG0423,83766599,15764868
MGYG000000395,LCOG0474,4867734,1499221
MGYG000000395,LCOG0516,5295229,24559441
MGYG000000395,LCOG3958,50041488,33259904
MGYG000000395,LCOG3968,111397608,48281049
MGYG000000404,738MP,4192005,0
MGYG000000404,775TI,32552083,0
MGYG000000404,LCOG0006,26262526,0
MGYG000000404,LCOG0166,3361176,0
MGYG000000404,LCOG0183,15206370,0
MGYG000000404,LCOG0206,4112086,0
MGYG000000404,LCOG0441,33254447,0
MGYG000000404,LCOG0465,41192102,0
MGYG000000404,LCOG0542,86579231,808636
MGYG000000404,LCOG0554,8203271,0
MGYG000000404,LCOG0674,8361955,0
MGYG000000404,LCOG0776,6387810,11338398
MGYG000000404,LCOG1013,8361955,0
MGYG000000404,LCOG1014,8361955,0
MGYG000000404,LCOG1024,29212628,0
MGYG000000404,LCOG1033,248863,20584734
MGYG000000404,LCOG1117,10278550,1071766
MGYG000000404,LCOG1136,679533203.5,318797595
MGYG000000404,LCOG1143,8361955,0
MGYG000000404,LCOG1932,0,0
MGYG000000404,LCOG2848,385937528.4,280697546
MGYG000000404,LCOG3835,138131909,5725788
MGYG000000404,LCOG4799,6407769,33163981
MGYG000000404,LCOG5016,0,0
MGYG000000405,LCOG0017,0,0
MGYG000000405,LCOG0029,445176628,0
MGYG000000405,LCOG0050,358668769.9,270634923.6
MGYG000000405,LCOG0057,0,15212653
MGYG000000405,LCOG0093,23705051,0
MGYG000000405,LCOG0100,151023288,347186269
MGYG000000405,LCOG0172,67032537,0
MGYG000000405,LCOG0176,211673037.5,0
MGYG000000405,LCOG0249,626154001,133023631
MGYG000000405,LCOG0334,353283362,0
MGYG000000405,LCOG0411,13118620,105831
MGYG000000405,LCOG0443,493728336,0
MGYG000000405,LCOG0459,0,0
MGYG000000405,LCOG0493,102107743,0
MGYG000000405,LCOG0527,50680781.67,11128686
MGYG000000405,LCOG0544,388264058,0
MGYG000000405,LCOG0674,116655386,0
MGYG000000405,LCOG0812,17388151,51901008
MGYG000000405,LCOG1013,116655386,0
MGYG000000405,LCOG1014,116655386,0
MGYG000000405,LCOG1082,65808474,0
MGYG000000405,LCOG1139,611334899,406880589.5
MGYG000000405,LCOG1144,116655386,0
MGYG000000405,LCOG1236,16337043,0
MGYG000000405,LCOG1363,55794891,0
MGYG000000405,LCOG1464,23471145,0
MGYG000000405,LCOG1894,189631761,20071746
MGYG000000405,LCOG2768,189631761,20071746
MGYG000000405,LCOG3411,189631761,20071746
MGYG000000405,LCOG3420,70688689,0
MGYG000000409,LCOG0822,143570805,720547397
MGYG000000409,LCOG3968,246851285,243581964
MGYG000000412,LCOG0042,61327730,0
MGYG000000412,LCOG0050,87007620.5,0
MGYG000000412,LCOG0264,0,0
MGYG000000412,LCOG0349,0,0
MGYG000000412,LCOG0542,861038,0
MGYG000000412,LCOG1479,43524332,0
MGYG000000412,LCOG1592,1712521,0
MGYG000000412,LCOG1773,1712521,0
MGYG000000412,LCOG1853,1712521,0
MGYG000000412,LCOG1866,12143184,0
MGYG000000412,LCOG3842,33530945,0
MGYG000000414,6W7JF,15164034,18333201
MGYG000000414,LCOG0050,0,0
MGYG000000414,LCOG0468,23217410,73271131
MGYG000000414,LCOG1028,16537702,0
MGYG000000414,LCOG1399,56305285,13067501
MGYG000000415,LCOG0527,3199161,32369810
MGYG000000417,LCOG0013,29862542,0
MGYG000000417,LCOG0090,5419004,0
MGYG000000417,LCOG0184,84234159,0
MGYG000000417,LCOG0196,133615828.7,18396034
MGYG000000417,LCOG0203,385459219,12890434
MGYG000000417,LCOG0370,0,0
MGYG000000417,LCOG0492,5427337,0
MGYG000000417,LCOG0557,622851814.5,17205409
MGYG000000417,LCOG1250,220418668.7,27609937
MGYG000000417,LCOG1960,0,0
MGYG000000417,LCOG3839,34888209.65,54929870
MGYG000000429,LCOG0050,137488897,0
MGYG000000429,LCOG0100,3063897,0
MGYG000000429,LCOG0258,49028230,0
MGYG000000429,LCOG0749,49028230,0
MGYG000000429,LCOG4948,4945047,0
MGYG000000436,LCOG0081,34309965,0
MGYG000000436,LCOG0197,0,0
MGYG000000436,LCOG0480,221835183.7,110670594
MGYG000000436,LCOG2876,97526890,0
MGYG000000437,LCOG0126,92354402,0
MGYG000000437,LCOG0459,82514345,0
MGYG000000437,LCOG0629,18891212,0
MGYG000000442,LCOG0480,10089219,5086038
MGYG000000442,LCOG0488,12620114,1435612
MGYG000000442,LCOG0744,0,0
MGYG000000442,LCOG1605,0,209585698
MGYG000000442,LCOG2876,0,209585698
MGYG000000451,73Z8H,71004604,81456321
