Genome,OG,DC.M.48.1,DC.H.48.1
MGYG000000242,LCOG0793,46427575,0
MGYG000000242,LCOG0800,103971029.3,50862607.11
MGYG000000242,LCOG1012,2468682,23585532
MGYG000000242,LCOG1013,150375521,0
MGYG000000242,LCOG1014,150375521,0
MGYG000000242,LCOG1109,6577339,0
MGYG000000242,LCOG1118,314284468,0
MGYG000000242,LCOG1136,314284468,0
MGYG000000242,LCOG1143,150375521,0
MGYG000000242,LCOG1158,12146912,0
MGYG000000242,LCOG1159,1992974,0
MGYG000000242,LCOG1167,6662422,0
MGYG000000242,LCOG1216,184822706,0
MGYG000000242,LCOG1454,671255999,810523782
MGYG000000242,LCOG1493,1492720,0
MGYG000000242,LCOG1593,2265242,0
MGYG000000242,LCOG1609,230402477,33335590
MGYG000000242,LCOG1638,55247649,37513640
MGYG000000242,LCOG1773,75957820,0
MGYG000000242,LCOG1840,123471396,125430873
MGYG000000242,LCOG1853,75957820,0
MGYG000000242,LCOG1866,20563332.2,0
MGYG000000242,LCOG1879,137300060.4,36920276
MGYG000000242,LCOG1882,18840887,21783678
MGYG000000242,LCOG1918,0,0
MGYG000000242,LCOG2268,34988997,4214646
MGYG000000242,LCOG2846,3784629,0
MGYG000000242,LCOG2984,265172.5,0
MGYG000000242,LCOG3033,757141876.1,179416392.5
MGYG000000242,LCOG3103,118490397,0
MGYG000000242,LCOG3210,0,0
MGYG000000242,LCOG4149,337236755.3,3564443.5
MGYG000000242,LCOG4799,5393978,0
MGYG000000242,LCOG4822,185272232,0
MGYG000000242,LCOG5263,1220412532,785308332.5
MGYG000000243,6Z0NN,1120900805,359626483
MGYG000000243,LCOG0098,607806885,1138376296
MGYG000000243,LCOG0126,168265726,0
MGYG000000243,LCOG0148,136961321,92643812
MGYG000000243,LCOG0191,259892879,146198252.7
MGYG000000243,LCOG0228,41909589,12927215
MGYG000000243,LCOG0334,14469766,0
MGYG000000243,LCOG0403,20699098,5231470
MGYG000000243,LCOG0480,16188754.2,1132977
MGYG000000243,LCOG0486,323795492,0
MGYG000000243,LCOG0488,5910378,0
MGYG000000243,LCOG0539,0,0
MGYG000000243,LCOG0743,1325579086,2068163
MGYG000000243,LCOG0848,166977399,70342673
MGYG000000243,LCOG1003,20699098,5231470
MGYG000000243,LCOG1109,123037394,0
MGYG000000243,LCOG1652,75292187,23706283
MGYG000000243,LCOG1884,353244458,86596186
MGYG000000243,LCOG1960,15230768,0
MGYG000000243,LCOG2185,353244458,86596186
MGYG000000243,LCOG2367,2328632,0
MGYG000000243,LCOG2909,68457443,0
MGYG000000243,LCOG3525,41571410,0
MGYG000000243,LCOG4372,26390096.43,0
MGYG000000243,LCOG4771,873598065.5,115167787
MGYG000000243,LCOG5010,392927901.6,39453821.5
MGYG000000245,73874,234499527,27221611.42
MGYG000000245,LCOG0078,43747185,46641494.63
MGYG000000245,LCOG0090,0,4873721.103
MGYG000000245,LCOG0103,0,0
MGYG000000245,LCOG0183,0,4290638.254
MGYG000000245,LCOG0206,4110197,22400306.86
MGYG000000245,LCOG0297,14310370,32622037.3
MGYG000000245,LCOG0413,19515133,10517676.97
MGYG000000245,LCOG0427,0,2588975.136
MGYG000000245,LCOG0460,109817459,18953095.92
MGYG000000245,LCOG0523,80240925,111990301
MGYG000000245,LCOG0664,0,0
MGYG000000245,LCOG0707,38978726,42299706.49
MGYG000000245,LCOG0776,0,1822754
MGYG000000245,LCOG0800,23039006.5,120122792.5
MGYG000000245,LCOG1089,34812456,56847552.82
MGYG000000245,LCOG1109,0,728307
MGYG000000245,LCOG1344,124369743,471503079.2
MGYG000000245,LCOG1454,0,10982613.34
MGYG000000245,LCOG1653,0,17140189.04
MGYG000000245,LCOG1674,56344019,20442706
MGYG000000245,LCOG2148,9158028,38866768.7
MGYG000000245,LCOG4284,0,5903592.508
MGYG000000250,LCOG0057,27806513,169296261
MGYG000000250,LCOG0370,157479961.5,30877076
MGYG000000250,LCOG0493,14974501,0
MGYG000000250,LCOG0635,12431094,0
MGYG000000250,LCOG1866,67852173,0
MGYG000000250,LCOG1960,75929,28964810.67
MGYG000000250,LCOG2086,0,0
MGYG000000251,6WV27,297932672,0
MGYG000000251,717G5,328258244,34358190
MGYG000000251,73NV3,5488867,0
MGYG000000251,75K31,290154991.8,245230033.3
MGYG000000251,775TI,833513,25632943
MGYG000000251,7868D,749250,2180551
MGYG000000251,LCOG0028,20829220,0
MGYG000000251,LCOG0029,0,499046
MGYG000000251,LCOG0050,292989098.5,615485648.5
MGYG000000251,LCOG0057,26753438,70099022
MGYG000000251,LCOG0059,110837893.5,115468953.5
MGYG000000251,LCOG0073,6105479,0
MGYG000000251,LCOG0086,12161775,2086642
MGYG000000251,LCOG0096,2108007,24955399
MGYG000000251,LCOG0099,323978552,31653127
MGYG000000251,LCOG0100,26272590.5,15214632
MGYG000000251,LCOG0115,0,0
MGYG000000251,LCOG0126,100375824,170088552
MGYG000000251,LCOG0136,0,0
MGYG000000251,LCOG0143,6105479,0
MGYG000000251,LCOG0149,28960170,385941
MGYG000000251,LCOG0166,16599275,3227427
MGYG000000251,LCOG0171,31508831,0
MGYG000000251,LCOG0272,40745551,69464053
MGYG000000251,LCOG0280,465370479,45815696
MGYG000000251,LCOG0282,27516751.11,32915900
MGYG000000251,LCOG0329,114013451,60898283
MGYG000000251,LCOG0334,449224827.8,136439497
MGYG000000251,LCOG0388,31508831,0
MGYG000000251,LCOG0395,0,0
MGYG000000251,LCOG0448,0,0
MGYG000000251,LCOG0459,258402038,0
MGYG000000251,LCOG0465,105030874,34585892
MGYG000000251,LCOG0480,105280125,148632226
MGYG000000251,LCOG0493,450178926,0
MGYG000000251,LCOG0510,49925252,0
MGYG000000251,LCOG0563,177413954,321629
MGYG000000251,LCOG0642,71680111,0
MGYG000000251,LCOG0784,71680111,0
MGYG000000251,LCOG0822,58997220.33,101151799
MGYG000000251,LCOG1032,218990460,0
MGYG000000251,LCOG1089,55668613,106461043
MGYG000000251,LCOG1104,320550219,35148873
MGYG000000251,LCOG1134,79962824,44815365
MGYG000000251,LCOG1148,0,0
MGYG000000251,LCOG1151,2218456,0
MGYG000000251,LCOG1152,0,0
MGYG000000251,LCOG1158,54757876,0
MGYG000000251,LCOG1185,433707879,219669226
MGYG000000251,LCOG1293,30045925,17287544
MGYG000000251,LCOG1362,912297011,3517648
MGYG000000251,LCOG1454,51919764.67,86934869.5
MGYG000000251,LCOG1592,10010947,77975136
MGYG000000251,LCOG1621,8543449,242631481.5
MGYG000000251,LCOG1653,38490138.6,22368471
MGYG000000251,LCOG1686,246736821,83066254
MGYG000000251,LCOG1866,0,0
MGYG000000251,LCOG1879,97832732,127456057
MGYG000000251,LCOG1932,9569872,0
MGYG000000251,LCOG2152,35465452.5,58029939
MGYG000000251,LCOG2407,25875360.1,66048719.5
MGYG000000251,LCOG2759,850795570,78770691.75
MGYG000000251,LCOG2820,321136539,0
MGYG000000251,LCOG3505,20792646,42259814
MGYG000000251,LCOG3835,12400498,0
MGYG000000251,LCOG3839,360657223.7,146265942
MGYG000000251,LCOG3874,99099880,33418870
MGYG000000251,LCOG4166,1623850705,1105401851
MGYG000000251,LCOG4286,176038663,144359302
MGYG000000251,LCOG4750,49925252,0
MGYG000000251,LCOG4799,56873161,16281001
MGYG000000251,LCOG4974,0,171598
MGYG000000251,LCOG5016,2345340,0
MGYG000000252,73CEM,452345,15473455.31
MGYG000000252,LCOG0015,10677498.36,0
MGYG000000252,LCOG0050,20006344,11608356.58
MGYG000000252,LCOG0057,282980413.6,58856590.44
MGYG000000252,LCOG0090,19530960,3640043.26
MGYG000000252,LCOG0129,78555647,84856810.23
MGYG000000252,LCOG0149,24776669.5,60591912.36
MGYG000000252,LCOG0198,6126472,11919673.48
MGYG000000252,LCOG0235,7634717.245,0
MGYG000000252,LCOG0326,21431978.02,3568566.058
MGYG000000252,LCOG0443,49322943.64,13868803
MGYG000000252,LCOG0448,39238977.4,582599
MGYG000000252,LCOG0474,7292506.822,159679
MGYG000000252,LCOG0516,1340651.535,0
MGYG000000252,LCOG0517,1340651.535,0
MGYG000000252,LCOG0624,200743103.5,53776010
MGYG000000252,LCOG1088,142654099.2,11911055.75
MGYG000000252,LCOG1879,33762744,66254631.3
MGYG000000252,LCOG4822,5461506,9613583.654
MGYG000000254,6YXYM,132747643.2,20853445
MGYG000000254,738MN,626414874,0
MGYG000000254,775TI,16382037,0
MGYG000000254,LCOG0049,47383515,0
MGYG000000254,LCOG0050,215594613,27441105
MGYG000000254,LCOG0055,10494176,29311261
MGYG000000254,LCOG0057,120886254,0
MGYG000000254,LCOG0092,8196238,0
MGYG000000254,LCOG0151,240362568,318976615
MGYG000000254,LCOG0173,61054,656514
MGYG000000254,LCOG0200,18810541,4649457
MGYG000000254,LCOG0254,190473,0
MGYG000000254,LCOG0256,57018635,0
MGYG000000254,LCOG0280,97715819,0
MGYG000000254,LCOG0334,55732791,16903920
MGYG000000254,LCOG0389,73376571,0
MGYG000000254,LCOG0459,45923874,0
MGYG000000254,LCOG0604,95154564,0
MGYG000000254,LCOG0612,58263483.25,72728102
MGYG000000254,LCOG0776,6229532,30716822
MGYG000000254,LCOG0841,4277807,11705927
MGYG000000254,LCOG1053,5065197,0
MGYG000000254,LCOG1131,4277807,11705927
MGYG000000254,LCOG1350,123492214,158440424
MGYG000000254,LCOG1418,626414874,0
MGYG000000254,LCOG1520,22371674,0
MGYG000000254,LCOG1528,1159190,0
MGYG000000254,LCOG1605,67164708,0
MGYG000000254,LCOG1629,0,0
MGYG000000254,LCOG1729,48482389,9837382
MGYG000000254,LCOG1932,3371360,453117
MGYG000000254,LCOG2086,5979125,8106631
MGYG000000254,LCOG2217,17152001,0
MGYG000000254,LCOG2876,67164708,0
MGYG000000254,LCOG3637,72155529,0
MGYG000000254,LCOG3746,52143073,0
MGYG000000254,LCOG3876,19932092,0
MGYG000000254,LCOG4206,0,0
MGYG000000254,LCOG4771,140184056,0
MGYG000000254,LCOG5010,0,0
MGYG000000255,6XJRF,375104096,3972720
MGYG000000255,6XNW7,111824077,0
MGYG000000255,736VR,492730,0
MGYG000000255,7568M,295577880,385845825
MGYG000000255,775TI,541614980.1,145077369.5
MGYG000000255,LCOG0049,20980969,14376024
MGYG000000255,LCOG0050,442165723.8,147483171.5
MGYG000000255,LCOG0055,43513647.39,1323080
MGYG000000255,LCOG0056,12324560.45,11779575
MGYG000000255,LCOG0057,14105255,0
MGYG000000255,LCOG0059,4211216,0
MGYG000000255,LCOG0111,293537573,16063753
MGYG000000255,LCOG0126,7629692,576196
MGYG000000255,LCOG0183,74863959.94,29679074
MGYG000000255,LCOG0186,76228914,1745183
MGYG000000255,LCOG0188,0,0
MGYG000000255,LCOG0191,38664933,0
MGYG000000255,LCOG0202,907821,0
MGYG000000255,LCOG0231,33674071.43,15409586.04
MGYG000000255,LCOG0238,6873543,0
MGYG000000255,LCOG0254,264471093,62676233.33
MGYG000000255,LCOG0280,210670481,239605616
MGYG000000255,LCOG0282,15646390.08,0
MGYG000000255,LCOG0292,1074309,0
MGYG000000255,LCOG0318,130832526,11345242
MGYG000000255,LCOG0333,30167247.33,0
MGYG000000255,LCOG0334,1183857923,335069242.2
MGYG000000255,LCOG0360,4961439,0
MGYG000000255,LCOG0445,598651237,0
MGYG000000255,LCOG0459,572849338,27374264.33
MGYG000000255,LCOG0480,440788799.2,81343250
MGYG000000255,LCOG0492,555160327.3,1160089615
MGYG000000255,LCOG0507,3221463,0
MGYG000000255,LCOG0532,33456265,54878414
MGYG000000255,LCOG0540,52386348,0
MGYG000000255,LCOG0553,1567225094,0
MGYG000000255,LCOG0554,68061142.33,11151652
MGYG000000255,LCOG0579,462780668.8,83231290.83
MGYG000000255,LCOG0659,587933876,108314275
MGYG000000255,LCOG0664,152825651,0
MGYG000000255,LCOG0674,179946739.2,58559119.5
MGYG000000255,LCOG1013,179946739.2,58559119.5
MGYG000000255,LCOG1014,179946739.2,58559119.5
MGYG000000255,LCOG1048,32729086,0
MGYG000000255,LCOG1109,51890850,0
MGYG000000255,LCOG1132,581469951,0
MGYG000000255,LCOG1143,179946739.2,58559119.5
MGYG000000255,LCOG1168,7380328,0
MGYG000000255,LCOG1196,7179942,0
MGYG000000255,LCOG1200,94041733,0
MGYG000000255,LCOG1250,47372945.1,19085703
MGYG000000255,LCOG1402,60490588.23,20617604.5
MGYG000000255,LCOG1454,328407682.7,40615647
MGYG000000255,LCOG1488,64962636.66,0
MGYG000000255,LCOG1502,20832258,28251920
MGYG000000255,LCOG1775,226876412,79102678
MGYG000000255,LCOG1866,9841762.636,349078
MGYG000000255,LCOG1879,19665243.02,346592
MGYG000000255,LCOG1924,24505895,0
MGYG000000255,LCOG1960,1981529353,140568041.7
MGYG000000255,LCOG2025,315097782.2,9410390.5
MGYG000000255,LCOG2086,57562814.28,7000020
MGYG000000255,LCOG2358,301207236.1,3455472
MGYG000000255,LCOG2876,7376728,0
MGYG000000255,LCOG3103,375104096,3972720
MGYG000000255,LCOG3580,24505895,0
MGYG000000255,LCOG3581,24505895,0
MGYG000000255,LCOG3835,119711646,2888568
MGYG000000255,LCOG3862,207040895,0
MGYG000000255,LCOG4715,1567225094,0
MGYG000000255,LCOG4799,130592144,4372215
MGYG000000255,LCOG5016,11944490,0
MGYG000000255,LCOG5263,375104096,3972720
MGYG000000258,LCOG3839,723570310,0
MGYG000000259,738MH,6345165,0
MGYG000000259,73KA0,22796343,0
MGYG000000259,75K31,0,0
MGYG000000259,LCOG0021,848569902,872898434
MGYG000000259,LCOG0234,174872531,0
MGYG000000259,LCOG0469,12448032,0
MGYG000000259,LCOG1048,13470115,5599554
MGYG000000259,LCOG1080,30152339,0
MGYG000000259,LCOG1264,6345165,0
MGYG000000259,LCOG1894,0,0
MGYG000000259,LCOG2768,0,0
MGYG000000259,LCOG3411,0,0
MGYG000000259,LCOG4231,0,0
MGYG000000262,LCOG0050,55587193,36838482.98
MGYG000000262,LCOG0052,3903478,0
MGYG000000262,LCOG0055,117065700,0
MGYG000000262,LCOG0078,51054989,0
MGYG000000262,LCOG0090,818675536,253686115.6
MGYG000000262,LCOG0172,0,0
MGYG000000262,LCOG0178,25338122,0
MGYG000000262,LCOG0183,52960812.33,112212011
MGYG000000262,LCOG0200,26953701,9165214.179
MGYG000000262,LCOG0280,0,9217976.64
MGYG000000262,LCOG0292,118468132.5,27928790.49
MGYG000000262,LCOG0427,179407363,0
MGYG000000262,LCOG0443,2250260,5994524.415
MGYG000000262,LCOG0480,8810419,0
MGYG000000262,LCOG0492,3815880,0
MGYG000000262,LCOG0493,5527123,11203912.74
MGYG000000262,LCOG0554,133252747,101002044.1
MGYG000000262,LCOG0674,11777854,16485012.63
MGYG000000262,LCOG0822,324370293,0
MGYG000000262,LCOG1012,226241171.7,167416684.7
MGYG000000262,LCOG1013,11777854,16485012.63
MGYG000000262,LCOG1014,11777854,16485012.63
MGYG000000262,LCOG1144,11777854,16485012.63
MGYG000000262,LCOG1185,10644426,0
MGYG000000262,LCOG1250,11297792.5,28722306.64
MGYG000000262,LCOG1454,49344657.5,11959468.84
MGYG000000262,LCOG1592,3994977,0
MGYG000000262,LCOG1866,576581,0
MGYG000000262,LCOG1882,620472430.7,301658476.6
MGYG000000262,LCOG1894,5527123,11203912.74
MGYG000000262,LCOG1925,0,0
MGYG000000262,LCOG1960,270055760.3,121069889.3
MGYG000000262,LCOG2025,51589362.5,24523160.2
MGYG000000262,LCOG2086,1102010,0
MGYG000000262,LCOG2376,76496637,27679501.86
MGYG000000262,LCOG3808,24150148,0
MGYG000000262,LCOG4577,38125763.93,23763018.53
MGYG000000262,LCOG4816,536765703.8,296927249.1
MGYG000000262,LCOG4909,457935291.5,261930462.9
MGYG000000262,LCOG4910,165703685,80256877.99
MGYG000000265,6VGF9,0,0
MGYG000000265,6YXYM,24761959,0
MGYG000000265,75K31,24448492,0
MGYG000000265,LCOG0153,12688538.67,451488
MGYG000000265,LCOG0172,19034536,0
MGYG000000265,LCOG0457,110969937,0
MGYG000000265,LCOG0489,110969937,0
MGYG000000265,LCOG0642,117936037,0
MGYG000000265,LCOG0745,117936037,0
MGYG000000265,LCOG0776,8480909,0
MGYG000000265,LCOG1629,28392469,0
MGYG000000265,LCOG1825,116973,0
MGYG000000265,LCOG1866,22602900,0
MGYG000000265,LCOG2077,19944534,0
MGYG000000265,LCOG3292,117936037,0
MGYG000000265,LCOG3525,14272062,0
MGYG000000265,LCOG4206,177151911,0
MGYG000000265,LCOG4372,31816092,0
MGYG000000265,LCOG4771,28392469,0
MGYG000000265,LCOG5010,25605064,0
MGYG000000267,LCOG0183,10420882,0
MGYG000000267,LCOG1418,274444068,0
MGYG000000268,LCOG0222,1154989,367615
MGYG000000271,6UJ7X,48777595,0
MGYG000000271,6XJRF,26149321,25445338.26
MGYG000000271,6XJRK,121922300.7,1417099644
MGYG000000271,707TZ,237884431.7,541349002.6
MGYG000000271,7141H,0,0
MGYG000000271,738MP,284768613.5,267536503
MGYG000000271,74BUS,0,0
MGYG000000271,7568M,0,3881664.838
MGYG000000271,775TI,163154849.5,451034298.4
MGYG000000271,LCOG0006,6733238.5,45394487.16
MGYG000000271,LCOG0035,129739677,104155472.6
MGYG000000271,LCOG0048,301278679,376154251.7
MGYG000000271,LCOG0056,41275759,150749702.6
MGYG000000271,LCOG0059,462974149,231584659.4
MGYG000000271,LCOG0060,113180318,53161608.75
MGYG000000271,LCOG0069,972821555,1023625373
MGYG000000271,LCOG0073,23756234,11069994.8
MGYG000000271,LCOG0081,106647183.2,75334416.46
MGYG000000271,LCOG0085,63985483,148887675.1
MGYG000000271,LCOG0086,269796334,205748703.2
MGYG000000271,LCOG0087,356365041.7,342526452.5
MGYG000000271,LCOG0090,131002309.3,454338131.9
MGYG000000271,LCOG0097,0,18405984.79
MGYG000000271,LCOG0103,24718977,109052662.1
MGYG000000271,LCOG0112,232919448,23907307.04
MGYG000000271,LCOG0129,19150058,22327102
MGYG000000271,LCOG0137,52407812,45102512
MGYG000000271,LCOG0143,23756234,11069994.8
MGYG000000271,LCOG0165,332313,743805
MGYG000000271,LCOG0166,17341939.83,57961728.28
MGYG000000271,LCOG0172,171177429,269520319.1
MGYG000000271,LCOG0178,0,0
MGYG000000271,LCOG0184,649815912,263243027.8
MGYG000000271,LCOG0185,54440172,7157670
MGYG000000271,LCOG0186,9649360,183739993
MGYG000000271,LCOG0191,205235589.4,277307629.4
MGYG000000271,LCOG0200,9583292.667,54273032.77
MGYG000000271,LCOG0201,0,7300940
MGYG000000271,LCOG0203,644747947,135899311
MGYG000000271,LCOG0205,247330312,134176939.27000001
MGYG000000271,LCOG0206,738448,15933881.03
MGYG000000271,LCOG0217,14004551.5,38448400.13
MGYG000000271,LCOG0234,5192818,9513528.371
MGYG000000271,LCOG0244,505429506,20412022.18
MGYG000000271,LCOG0255,23325215.83,60051545.65
MGYG000000271,LCOG0261,55091667,199820085
MGYG000000271,LCOG0264,4858390,34927770.79
MGYG000000271,LCOG0292,0,13261647
MGYG000000271,LCOG0317,417663498,225666582
MGYG000000271,LCOG0329,278183,11135547
MGYG000000271,LCOG0330,236893576.5,207502012.8
MGYG000000271,LCOG0372,23267666,195077183.3
MGYG000000271,LCOG0426,35883739,218466236.4
MGYG000000271,LCOG0448,17232334,100925760.9
MGYG000000271,LCOG0461,0,20651535
MGYG000000271,LCOG0463,1540281,30330104.25
MGYG000000271,LCOG0465,49179373.67,178527955.4
MGYG000000271,LCOG0466,217010,4222873
MGYG000000271,LCOG0468,3524459,11454541.53
MGYG000000271,LCOG0480,11705962.65,15039292.97
MGYG000000271,LCOG0484,340923336,116328770.3
MGYG000000271,LCOG0492,1082750283,664992358.3
MGYG000000271,LCOG0493,145640119,114861052
MGYG000000271,LCOG0515,922980,509029
MGYG000000271,LCOG0518,33555104,42302339.88
MGYG000000271,LCOG0519,33555104,42302339.88
MGYG000000271,LCOG0523,318139,47965288.51
MGYG000000271,LCOG0527,3403242,3880059.542
MGYG000000271,LCOG0532,50003671,17532873.77
MGYG000000271,LCOG0535,26559273.17,174398669
MGYG000000271,LCOG0539,264789,31252096.29
MGYG000000271,LCOG0544,109277477.5,112456787.4
MGYG000000271,LCOG0552,48407883.67,60748429.54
MGYG000000271,LCOG0554,451808747.3,634898460.8
MGYG000000271,LCOG0563,208416,19441412
MGYG000000271,LCOG0576,20492542,26059878.27
MGYG000000271,LCOG0579,481275369.5,814252501.8
MGYG000000271,LCOG0593,33575269,47997448.68
MGYG000000271,LCOG0596,36662960.17,98483749.12
MGYG000000271,LCOG0629,36176146,38185971.27
MGYG000000271,LCOG0642,72839627,271150655.2
MGYG000000271,LCOG0653,80392466.5,75828943.8
MGYG000000271,LCOG0674,1115519085,2150973688
MGYG000000271,LCOG0696,38112520,28403621.34
MGYG000000271,LCOG0722,331568370,184659565.5
MGYG000000271,LCOG0747,17554941.18,858063
MGYG000000271,LCOG0784,29857419,105667785
MGYG000000271,LCOG0835,31560604,123114081
MGYG000000271,LCOG0840,2328459546,716740413.6
MGYG000000271,LCOG1013,1115519085,2150973688
MGYG000000271,LCOG1014,1115519085,2150973688
MGYG000000271,LCOG1024,701420421.9,2174768437
MGYG000000271,LCOG1077,77252.5,13513097.4
MGYG000000271,LCOG1102,1667866409,868168200.6
MGYG000000271,LCOG1109,20138555,69058173.05
MGYG000000271,LCOG1123,265650052.7,88624476.02
MGYG000000271,LCOG1132,126197903.1,106941763.3
MGYG000000271,LCOG1144,1115519085,2150973688
MGYG000000271,LCOG1146,145640119,114861052
MGYG000000271,LCOG1160,76265190,26913405.68
MGYG000000271,LCOG1185,507802,39574814.47
MGYG000000271,LCOG1190,50027766.67,12764264.72
MGYG000000271,LCOG1209,480951347,104853178.2
MGYG000000271,LCOG1250,124384046.9,1352862746
MGYG000000271,LCOG1291,0,9838840
MGYG000000271,LCOG1316,16869245.5,39164557
MGYG000000271,LCOG1319,2533925.5,3356949
MGYG000000271,LCOG1321,0,2416191
MGYG000000271,LCOG1344,10061871,39235208.34
MGYG000000271,LCOG1362,629382908,284527978.1
MGYG000000271,LCOG1406,1051345055,46544994.17
MGYG000000271,LCOG1454,3826735,8118611.311
MGYG000000271,LCOG1461,76067585,14826849
MGYG000000271,LCOG1544,1275340385,168111945.1
MGYG000000271,LCOG1561,23082405,92925112
MGYG000000271,LCOG1566,26908099,90971101.49
MGYG000000271,LCOG1592,188270630.5,135024245.2
MGYG000000271,LCOG1593,19367498.5,131896710
MGYG000000271,LCOG1600,5693799,19077088
MGYG000000271,LCOG1653,898187844.8,503705783.5
MGYG000000271,LCOG1655,39363641,118080191.9
MGYG000000271,LCOG1716,3822501,18709899
MGYG000000271,LCOG1749,0,54771806.37
MGYG000000271,LCOG1766,7800343,818670
MGYG000000271,LCOG1774,0,3366501.211
MGYG000000271,LCOG1802,4842826,12976164
MGYG000000271,LCOG1820,0,16040103.3
MGYG000000271,LCOG1898,120274211.5,132558678.2
MGYG000000271,LCOG2017,348378115,182208976.6
MGYG000000271,LCOG2025,939807734.8,3694695021
MGYG000000271,LCOG2086,253026422.5,315414222.1
MGYG000000271,LCOG2200,156351915,87736879.56
MGYG000000271,LCOG2267,12179018,4578140.714
MGYG000000271,LCOG2268,288388772.2,207308782.1
MGYG000000271,LCOG2319,13954309,4280397.38
MGYG000000271,LCOG2326,0,19684679
MGYG000000271,LCOG2334,157081945.5,224062295.8
MGYG000000271,LCOG2344,78937784,5228342
MGYG000000271,LCOG2706,41818937.5,129650862.4
MGYG000000271,LCOG2759,204212599,63134296.19
MGYG000000271,LCOG3103,26149321,25445338.26
MGYG000000271,LCOG3537,25832767,28975706
MGYG000000271,LCOG3601,46945780,43659524.5
MGYG000000271,LCOG3706,156351915,87736879.56
MGYG000000271,LCOG3835,41620640,183686147
MGYG000000271,LCOG3862,185634169.2,274968128.9
MGYG000000271,LCOG3875,25884223.67,182271976.2
MGYG000000271,LCOG3959,72567558.53,32521609.57
MGYG000000271,LCOG4166,520992752.7,3225009429
MGYG000000271,LCOG4231,121922300.7,1417099644
MGYG000000271,LCOG4260,0,8435745.016
MGYG000000271,LCOG4465,1520650,5360366.334
MGYG000000271,LCOG4690,0,6210874
MGYG000000271,LCOG4799,239760108.3,511111613.7
MGYG000000274,738MH,0,0
MGYG000000274,LCOG0050,221851021,0
MGYG000000274,LCOG0268,105321243,0
MGYG000000274,LCOG0291,5497829,0
MGYG000000274,LCOG0448,13217392,0
MGYG000000274,LCOG0462,362741,0
MGYG000000274,LCOG0527,22261628,0
MGYG000000274,LCOG0674,121964250,0
MGYG000000274,LCOG0696,1466103,0
MGYG000000274,LCOG0745,165639238,200779712
MGYG000000274,LCOG0800,3775137,0
MGYG000000274,LCOG0855,11347901,0
MGYG000000274,LCOG1013,121964250,0
MGYG000000274,LCOG1014,121964250,0
MGYG000000274,LCOG1129,98975455,0
MGYG000000274,LCOG1143,121964250,0
MGYG000000274,LCOG1160,40615175,0
MGYG000000274,LCOG1264,0,0
MGYG000000274,LCOG1847,40996836,0
MGYG000000274,LCOG2605,8329977,0
MGYG000000277,LCOG0191,32147231,0
MGYG000000277,LCOG1087,16355729,0
MGYG000000280,75K31,40310860,0
MGYG000000280,LCOG0057,41091958,0
MGYG000000280,LCOG0205,10066802,0
MGYG000000280,LCOG0255,0,0
MGYG000000280,LCOG0554,66423704,0
MGYG000000280,LCOG0653,23487500,0
MGYG000000280,LCOG0789,41791367,0
MGYG000000280,LCOG1024,8128694,0
MGYG000000280,LCOG1501,81176174,0
MGYG000000280,LCOG2876,164066865,0
MGYG000000281,LCOG0080,101609635,78587761
MGYG000000281,LCOG3839,172528102,39146924
MGYG000000285,LCOG0197,714412410.8,137689593.1
MGYG000000285,LCOG0370,0,0
MGYG000000285,LCOG0480,0,0
MGYG000000285,LCOG2876,158837225,0
MGYG000000291,LCOG0050,259643179,790230427.6
MGYG000000291,LCOG0056,0,540363
MGYG000000291,LCOG0090,7573081,18232747.62
MGYG000000291,LCOG0151,20089570,0
MGYG000000291,LCOG0202,32855220,4046052.713
MGYG000000291,LCOG0228,84212083.89,81367719.06
MGYG000000291,LCOG0264,77909459,6898589
MGYG000000291,LCOG0317,23510495,12776664
MGYG000000291,LCOG0374,30535064,0
MGYG000000291,LCOG0443,88768725,3794659.617
MGYG000000291,LCOG0563,262398209,94194890.26
MGYG000000291,LCOG1924,116007199,380506732.8
MGYG000000291,LCOG1960,16273851,13219904.08
MGYG000000291,LCOG3580,116007199,380506732.8
MGYG000000291,LCOG3581,116007199,380506732.8
MGYG000000299,LCOG0770,3253,293980584
MGYG000000299,LCOG1391,11837876,10353220
MGYG000000301,6U56S,23457189,0
MGYG000000301,6XJRK,49012997.5,7104214
MGYG000000301,6YADH,261451015.5,8322548
MGYG000000301,6Z56G,120389636.1,11877224.7
MGYG000000301,738MH,20409369.17,18810163
MGYG000000301,73D6M,324482662.8,155276242
MGYG000000301,75K31,565270690.9,20121835.62
MGYG000000301,775TI,114985110.5,23386409.78
MGYG000000301,LCOG0001,591511697.3,99371347.5
MGYG000000301,LCOG0005,117469541.3,59867118.36
MGYG000000301,LCOG0008,33639399,10111807
MGYG000000301,LCOG0013,239869211.1,95029744
MGYG000000301,LCOG0014,0,0
MGYG000000301,LCOG0017,26018393,780215
MGYG000000301,LCOG0018,118315076.7,18804148
MGYG000000301,LCOG0019,349870663.1,114339827.5
MGYG000000301,LCOG0028,36387353.52,88329977
MGYG000000301,LCOG0036,1385865,0
MGYG000000301,LCOG0044,71001981.55,92349958
MGYG000000301,LCOG0055,32347412.82,0
MGYG000000301,LCOG0057,416338478.3,107839155.3
MGYG000000301,LCOG0058,91731207.5,45809126
MGYG000000301,LCOG0064,21659461,2801578
MGYG000000301,LCOG0071,384869401.5,96935327.16
